run_index,gripper_state,state_value,run_length_frames
36162,open,1.0,53
36163,close,-1.0,48
36164,open,1.0,41
36165,close,-1.0,24
36166,open,1.0,19
36167,close,-1.0,46
36168,open,1.0,33
36169,close,-1.0,33
36170,open,1.0,39
36171,close,-1.0,25
36172,open,1.0,30
36173,close,-1.0,39
36174,open,1.0,43
36175,close,-1.0,40
36176,open,1.0,105
36177,close,-1.0,34
36178,open,1.0,41
36179,close,-1.0,33
36180,open,1.0,28
36181,close,-1.0,36
36182,open,1.0,42
36183,close,-1.0,36
36184,open,1.0,35
36185,close,-1.0,39
36186,open,1.0,51
36187,close,-1.0,25
36188,open,1.0,54
36189,close,-1.0,39
36190,open,1.0,40
36191,close,-1.0,22
36192,open,1.0,66
36193,close,-1.0,33
36194,open,1.0,39
36195,close,-1.0,40
36196,open,1.0,54
36197,close,-1.0,36
36198,open,1.0,54
36199,close,-1.0,36
36200,open,1.0,77
36201,close,-1.0,55
36202,open,1.0,48
36203,close,-1.0,55
36204,open,1.0,61
36205,close,-1.0,48
36206,open,1.0,51
36207,close,-1.0,61
36208,open,1.0,30
36209,close,-1.0,43
36210,open,1.0,33
36211,close,-1.0,30
36212,open,1.0,43
36213,close,-1.0,50
36214,open,1.0,66
36215,close,-1.0,40
36216,open,1.0,33
36217,close,-1.0,65
36218,open,1.0,57
36219,close,-1.0,45
36220,open,1.0,43
36221,close,-1.0,42
36222,open,1.0,35
36223,close,-1.0,41
36224,open,1.0,39
36225,close,-1.0,30
36226,open,1.0,30
36227,close,-1.0,37
36228,open,1.0,41
36229,close,-1.0,36
36230,open,1.0,59
36231,close,-1.0,30
36232,open,1.0,66
36233,close,-1.0,43
36234,open,1.0,30
36235,close,-1.0,29
36236,open,1.0,44
36237,close,-1.0,37
36238,open,1.0,36
36239,close,-1.0,34
36240,open,1.0,51
36241,close,-1.0,52
36242,open,1.0,41
36243,close,-1.0,41
36244,open,1.0,31
36245,close,-1.0,29
36246,open,1.0,40
36247,close,-1.0,38
36248,open,1.0,26
36249,close,-1.0,39
36250,open,1.0,35
36251,close,-1.0,30
36252,open,1.0,35
36253,close,-1.0,35
36254,open,1.0,66
36255,close,-1.0,36
36256,open,1.0,56
36257,close,-1.0,51
36258,open,1.0,52
36259,close,-1.0,38
36260,open,1.0,37
36261,close,-1.0,44
36262,open,1.0,29
36263,close,-1.0,38
36264,open,1.0,14
36265,close,-1.0,18
36266,open,1.0,33
36267,close,-1.0,33
36268,open,1.0,85
36269,close,-1.0,44
36270,open,1.0,48
36271,close,-1.0,31
36272,open,1.0,37
36273,close,-1.0,32
36274,open,1.0,34
36275,close,-1.0,32
36276,open,1.0,34
36277,close,-1.0,58
36278,open,1.0,49
36279,close,-1.0,30
36280,open,1.0,51
36281,close,-1.0,79
36282,open,1.0,54
36283,close,-1.0,38
36284,open,1.0,42
36285,close,-1.0,45
36286,open,1.0,72
36287,close,-1.0,54
36288,open,1.0,69
36289,close,-1.0,41
36290,open,1.0,48
36291,close,-1.0,40
36292,open,1.0,40
36293,close,-1.0,35
36294,open,1.0,35
36295,close,-1.0,28
36296,open,1.0,62
36297,close,-1.0,43
36298,open,1.0,56
36299,close,-1.0,38
36300,open,1.0,39
36301,close,-1.0,27
36302,open,1.0,31
36303,close,-1.0,39
36304,open,1.0,63
36305,close,-1.0,36
36306,open,1.0,40
36307,close,-1.0,41
36308,open,1.0,18
36309,close,-1.0,37
36310,open,1.0,33
36311,close,-1.0,37
36312,open,1.0,56
36313,close,-1.0,30
36314,open,1.0,37
36315,close,-1.0,28
36316,open,1.0,37
36317,close,-1.0,28
36318,open,1.0,39
36319,close,-1.0,28
36320,open,1.0,32
36321,close,-1.0,37
36322,open,1.0,44
36323,close,-1.0,39
36324,open,1.0,59
36325,close,-1.0,52
36326,open,1.0,34
36327,close,-1.0,31
36328,open,1.0,37
36329,close,-1.0,31
36330,open,1.0,58
36331,close,-1.0,26
36332,open,1.0,63
36333,close,-1.0,32
36334,open,1.0,23
36335,close,-1.0,14
36336,open,1.0,34
36337,close,-1.0,23
36338,open,1.0,56
36339,close,-1.0,39
36340,open,1.0,39
36341,close,-1.0,56
36342,open,1.0,57
36343,close,-1.0,37
36344,open,1.0,44
36345,close,-1.0,36
36346,open,1.0,28
36347,close,-1.0,25
36348,open,1.0,19
36349,close,-1.0,29
36350,open,1.0,26
36351,close,-1.0,33
36352,open,1.0,42
36353,close,-1.0,41
36354,open,1.0,46
36355,close,-1.0,35
36356,open,1.0,32
36357,close,-1.0,26
36358,open,1.0,29
36359,close,-1.0,26
36360,open,1.0,43
36361,close,-1.0,32
36362,open,1.0,38
36363,close,-1.0,37
36364,open,1.0,38
36365,close,-1.0,36
36366,open,1.0,28
36367,close,-1.0,32
36368,open,1.0,33
36369,close,-1.0,40
36370,open,1.0,41
36371,close,-1.0,39
36372,open,1.0,48
36373,close,-1.0,39
36374,open,1.0,61
36375,close,-1.0,33
36376,open,1.0,32
36377,close,-1.0,28
36378,open,1.0,52
36379,close,-1.0,40
36380,open,1.0,60
36381,close,-1.0,39
36382,open,1.0,49
36383,close,-1.0,39
36384,open,1.0,55
36385,close,-1.0,35
36386,open,1.0,39
36387,close,-1.0,40
36388,open,1.0,39
36389,close,-1.0,54
36390,open,1.0,36
36391,close,-1.0,27
36392,open,1.0,51
36393,close,-1.0,38
36394,open,1.0,32
36395,close,-1.0,40
36396,open,1.0,42
36397,close,-1.0,54
36398,open,1.0,42
36399,close,-1.0,27
36400,open,1.0,19
36401,close,-1.0,31
36402,open,1.0,21
36403,close,-1.0,34
36404,open,1.0,19
36405,close,-1.0,55
36406,open,1.0,20
36407,close,-1.0,51
36408,open,1.0,23
36409,close,-1.0,51
36410,open,1.0,51
36411,close,-1.0,47
36412,open,1.0,27
36413,close,-1.0,35
36414,open,1.0,32
36415,close,-1.0,46
36416,open,1.0,53
36417,close,-1.0,28
36418,open,1.0,38
36419,close,-1.0,33
36420,open,1.0,51
36421,close,-1.0,29
36422,open,1.0,56
36423,close,-1.0,49
36424,open,1.0,75
36425,close,-1.0,53
36426,open,1.0,19
36427,close,-1.0,43
36428,open,1.0,60
36429,close,-1.0,61
36430,open,1.0,45
36431,close,-1.0,48
36432,open,1.0,62
36433,close,-1.0,36
36434,open,1.0,29
36435,close,-1.0,31
36436,open,1.0,65
36437,close,-1.0,38
36438,open,1.0,39
36439,close,-1.0,52
36440,open,1.0,48
36441,close,-1.0,48
36442,open,1.0,29
36443,close,-1.0,36
36444,open,1.0,56
36445,close,-1.0,60
36446,open,1.0,40
36447,close,-1.0,44
36448,open,1.0,29
36449,close,-1.0,66
36450,open,1.0,22
36451,close,-1.0,47
36452,open,1.0,30
36453,close,-1.0,54
36454,open,1.0,27
36455,close,-1.0,54
36456,open,1.0,19
36457,close,-1.0,58
36458,open,1.0,26
36459,close,-1.0,41
36460,open,1.0,30
36461,close,-1.0,36
36462,open,1.0,99
36463,close,-1.0,41
36464,open,1.0,36
36465,close,-1.0,29
36466,open,1.0,45
36467,close,-1.0,32
36468,open,1.0,44
36469,close,-1.0,44
36470,open,1.0,35
36471,close,-1.0,30
36472,open,1.0,21
36473,close,-1.0,28
36474,open,1.0,37
36475,close,-1.0,32
36476,open,1.0,78
36477,close,-1.0,57
36478,open,1.0,44
36479,close,-1.0,29
36480,open,1.0,47
36481,close,-1.0,30
36482,open,1.0,28
36483,close,-1.0,31
36484,open,1.0,35
36485,close,-1.0,44
36486,open,1.0,33
36487,close,-1.0,25
36488,open,1.0,27
36489,close,-1.0,35
36490,open,1.0,57
36491,close,-1.0,35
36492,open,1.0,60
36493,close,-1.0,39
36494,open,1.0,39
36495,close,-1.0,29
36496,open,1.0,37
36497,close,-1.0,32
36498,open,1.0,44
36499,close,-1.0,54
36500,open,1.0,19
36501,close,-1.0,39
36502,open,1.0,40
36503,close,-1.0,53
36504,open,1.0,32
36505,close,-1.0,66
36506,open,1.0,23
36507,close,-1.0,35
36508,open,1.0,36
36509,close,-1.0,37
36510,open,1.0,52
36511,close,-1.0,32
36512,open,1.0,34
36513,close,-1.0,41
36514,open,1.0,65
36515,close,-1.0,34
36516,open,1.0,44
36517,close,-1.0,25
36518,open,1.0,45
36519,close,-1.0,45
36520,open,1.0,45
36521,close,-1.0,35
36522,open,1.0,47
36523,close,-1.0,41
36524,open,1.0,34
36525,close,-1.0,24
36526,open,1.0,29
36527,close,-1.0,32
36528,open,1.0,45
36529,close,-1.0,46
36530,open,1.0,32
36531,close,-1.0,37
36532,open,1.0,29
36533,close,-1.0,35
36534,open,1.0,52
36535,close,-1.0,36
36536,open,1.0,31
36537,close,-1.0,33
36538,open,1.0,20
36539,close,-1.0,30
36540,open,1.0,49
36541,close,-1.0,24
36542,open,1.0,50
36543,close,-1.0,25
36544,open,1.0,34
36545,close,-1.0,34
36546,open,1.0,66
36547,close,-1.0,37
36548,open,1.0,49
36549,close,-1.0,43
36550,open,1.0,48
36551,close,-1.0,43
36552,open,1.0,52
36553,close,-1.0,44
36554,open,1.0,35
36555,close,-1.0,26
36556,open,1.0,26
36557,close,-1.0,23
36558,open,1.0,27
36559,close,-1.0,47
36560,open,1.0,25
36561,close,-1.0,39
36562,open,1.0,14
36563,close,-1.0,34
36564,open,1.0,36
36565,close,-1.0,29
36566,open,1.0,16
36567,close,-1.0,27
36568,open,1.0,17
36569,close,-1.0,43
36570,open,1.0,41
36571,close,-1.0,37
36572,open,1.0,52
36573,close,-1.0,26
36574,open,1.0,18
36575,close,-1.0,30
36576,open,1.0,33
36577,close,-1.0,31
36578,open,1.0,23
36579,close,-1.0,19
36580,open,1.0,42
36581,close,-1.0,40
36582,open,1.0,52
36583,close,-1.0,30
36584,open,1.0,44
36585,close,-1.0,27
36586,open,1.0,41
36587,close,-1.0,33
36588,open,1.0,39
36589,close,-1.0,33
36590,open,1.0,24
36591,close,-1.0,26
36592,open,1.0,64
36593,close,-1.0,43
36594,open,1.0,40
36595,close,-1.0,36
36596,open,1.0,36
36597,close,-1.0,28
36598,open,1.0,17
36599,close,-1.0,33
36600,open,1.0,24
36601,close,-1.0,27
36602,open,1.0,35
36603,close,-1.0,30
36604,open,1.0,43
36605,close,-1.0,68
36606,open,1.0,42
36607,close,-1.0,27
36608,open,1.0,28
36609,close,-1.0,48
36610,open,1.0,46
36611,close,-1.0,41
36612,open,1.0,40
36613,close,-1.0,29
36614,open,1.0,28
36615,close,-1.0,24
36616,open,1.0,25
36617,close,-1.0,23
36618,open,1.0,37
36619,close,-1.0,35
36620,open,1.0,60
36621,close,-1.0,32
36622,open,1.0,43
36623,close,-1.0,38
36624,open,1.0,28
36625,close,-1.0,53
36626,open,1.0,44
36627,close,-1.0,38
36628,open,1.0,29
36629,close,-1.0,35
36630,open,1.0,23
36631,close,-1.0,27
36632,open,1.0,36
36633,close,-1.0,35
36634,open,1.0,30
36635,close,-1.0,31
36636,open,1.0,28
36637,close,-1.0,40
36638,open,1.0,43
36639,close,-1.0,48
36640,open,1.0,61
36641,close,-1.0,40
36642,open,1.0,21
36643,close,-1.0,26
36644,open,1.0,42
36645,close,-1.0,35
36646,open,1.0,33
36647,close,-1.0,34
36648,open,1.0,51
36649,close,-1.0,60
36650,open,1.0,37
36651,close,-1.0,39
36652,open,1.0,17
36653,close,-1.0,72
36654,open,1.0,24
36655,close,-1.0,77
36656,open,1.0,27
36657,close,-1.0,24
36658,open,1.0,25
36659,close,-1.0,35
36660,open,1.0,49
36661,close,-1.0,36
36662,open,1.0,18
36663,close,-1.0,61
36664,open,1.0,20
36665,close,-1.0,52
36666,open,1.0,14
36667,close,-1.0,37
36668,open,1.0,14
36669,close,-1.0,60
36670,open,1.0,17
36671,close,-1.0,51
36672,open,1.0,19
36673,close,-1.0,37
36674,open,1.0,21
36675,close,-1.0,40
36676,open,1.0,31
36677,close,-1.0,35
36678,open,1.0,24
36679,close,-1.0,39
36680,open,1.0,40
36681,close,-1.0,41
36682,open,1.0,23
36683,close,-1.0,24
36684,open,1.0,39
36685,close,-1.0,30
36686,open,1.0,43
36687,close,-1.0,29
36688,open,1.0,60
36689,close,-1.0,38
36690,open,1.0,44
36691,close,-1.0,39
36692,open,1.0,67
36693,close,-1.0,37
36694,open,1.0,56
36695,close,-1.0,31
36696,open,1.0,52
36697,close,-1.0,34
36698,open,1.0,42
36699,close,-1.0,46
36700,open,1.0,32
36701,close,-1.0,31
36702,open,1.0,35
36703,close,-1.0,32
36704,open,1.0,38
36705,close,-1.0,27
36706,open,1.0,48
36707,close,-1.0,28
36708,open,1.0,40
36709,close,-1.0,37
36710,open,1.0,52
36711,close,-1.0,59
36712,open,1.0,35
36713,close,-1.0,31
36714,open,1.0,41
36715,close,-1.0,34
36716,open,1.0,40
36717,close,-1.0,42
36718,open,1.0,12
36719,close,-1.0,48
36720,open,1.0,46
36721,close,-1.0,36
36722,open,1.0,30
36723,close,-1.0,41
36724,open,1.0,46
36725,close,-1.0,28
36726,open,1.0,16
36727,close,-1.0,62
36728,open,1.0,20
36729,close,-1.0,52
36730,open,1.0,29
36731,close,-1.0,45
36732,open,1.0,29
36733,close,-1.0,65
36734,open,1.0,28
36735,close,-1.0,69
36736,open,1.0,45
36737,close,-1.0,41
36738,open,1.0,19
36739,close,-1.0,56
36740,open,1.0,61
36741,close,-1.0,36
36742,open,1.0,50
36743,close,-1.0,29
36744,open,1.0,28
36745,close,-1.0,37
36746,open,1.0,26
36747,close,-1.0,28
36748,open,1.0,30
36749,close,-1.0,30
36750,open,1.0,48
36751,close,-1.0,38
36752,open,1.0,38
36753,close,-1.0,49
36754,open,1.0,53
36755,close,-1.0,39
36756,open,1.0,34
36757,close,-1.0,26
36758,open,1.0,91
36759,close,-1.0,30
36760,open,1.0,35
36761,close,-1.0,37
36762,open,1.0,54
36763,close,-1.0,35
36764,open,1.0,41
36765,close,-1.0,28
36766,open,1.0,34
36767,close,-1.0,57
36768,open,1.0,56
36769,close,-1.0,36
36770,open,1.0,44
36771,close,-1.0,37
36772,open,1.0,42
36773,close,-1.0,49
36774,open,1.0,59
36775,close,-1.0,37
36776,open,1.0,13
36777,close,-1.0,43
36778,open,1.0,29
36779,close,-1.0,34
36780,open,1.0,45
36781,close,-1.0,32
36782,open,1.0,67
36783,close,-1.0,38
36784,open,1.0,21
36785,close,-1.0,31
36786,open,1.0,50
36787,close,-1.0,36
36788,open,1.0,58
36789,close,-1.0,38
36790,open,1.0,49
36791,close,-1.0,39
36792,open,1.0,40
36793,close,-1.0,37
36794,open,1.0,43
36795,close,-1.0,33
36796,open,1.0,44
36797,close,-1.0,34
36798,open,1.0,30
36799,close,-1.0,31
36800,open,1.0,60
36801,close,-1.0,35
36802,open,1.0,41
36803,close,-1.0,41
36804,open,1.0,36
36805,close,-1.0,35
36806,open,1.0,41
36807,close,-1.0,37
36808,open,1.0,58
36809,close,-1.0,27
36810,open,1.0,34
36811,close,-1.0,29
36812,open,1.0,22
36813,close,-1.0,50
36814,open,1.0,24
36815,close,-1.0,30
36816,open,1.0,53
36817,close,-1.0,39
36818,open,1.0,38
36819,close,-1.0,42
36820,open,1.0,41
36821,close,-1.0,35
36822,open,1.0,44
36823,close,-1.0,37
36824,open,1.0,52
36825,close,-1.0,35
36826,open,1.0,14
36827,close,-1.0,30
36828,open,1.0,29
36829,close,-1.0,46
36830,open,1.0,33
36831,close,-1.0,39
36832,open,1.0,46
36833,close,-1.0,29
36834,open,1.0,27
36835,close,-1.0,35
36836,open,1.0,28
36837,close,-1.0,29
36838,open,1.0,42
36839,close,-1.0,38
36840,open,1.0,56
36841,close,-1.0,31
36842,open,1.0,44
36843,close,-1.0,34
36844,open,1.0,25
36845,close,-1.0,48
36846,open,1.0,60
36847,close,-1.0,44
36848,open,1.0,37
36849,close,-1.0,32
36850,open,1.0,22
36851,close,-1.0,40
36852,open,1.0,28
36853,close,-1.0,33
36854,open,1.0,31
36855,close,-1.0,33
36856,open,1.0,48
36857,close,-1.0,31
36858,open,1.0,42
36859,close,-1.0,34
36860,open,1.0,57
36861,close,-1.0,39
36862,open,1.0,38
36863,close,-1.0,45
36864,open,1.0,25
36865,close,-1.0,26
36866,open,1.0,48
36867,close,-1.0,43
36868,open,1.0,67
36869,close,-1.0,42
36870,open,1.0,38
36871,close,-1.0,38
36872,open,1.0,19
36873,close,-1.0,51
36874,open,1.0,17
36875,close,-1.0,39
36876,open,1.0,14
36877,close,-1.0,47
36878,open,1.0,32
36879,close,-1.0,35
36880,open,1.0,75
36881,close,-1.0,44
36882,open,1.0,45
36883,close,-1.0,54
36884,open,1.0,37
36885,close,-1.0,43
36886,open,1.0,20
36887,close,-1.0,42
36888,open,1.0,19
36889,close,-1.0,37
36890,open,1.0,48
36891,close,-1.0,32
36892,open,1.0,50
36893,close,-1.0,36
36894,open,1.0,32
36895,close,-1.0,33
36896,open,1.0,31
36897,close,-1.0,35
36898,open,1.0,17
36899,close,-1.0,29
36900,open,1.0,16
36901,close,-1.0,44
36902,open,1.0,37
36903,close,-1.0,44
36904,open,1.0,23
36905,close,-1.0,28
36906,open,1.0,26
36907,close,-1.0,43
36908,open,1.0,57
36909,close,-1.0,33
36910,open,1.0,37
36911,close,-1.0,36
36912,open,1.0,52
36913,close,-1.0,49
36914,open,1.0,57
36915,close,-1.0,48
36916,open,1.0,45
36917,close,-1.0,38
36918,open,1.0,27
36919,close,-1.0,21
36920,open,1.0,33
36921,close,-1.0,34
36922,open,1.0,55
36923,close,-1.0,27
36924,open,1.0,78
36925,close,-1.0,44
36926,open,1.0,35
36927,close,-1.0,54
36928,open,1.0,51
36929,close,-1.0,34
36930,open,1.0,16
36931,close,-1.0,25
36932,open,1.0,33
36933,close,-1.0,34
36934,open,1.0,35
36935,close,-1.0,37
36936,open,1.0,22
36937,close,-1.0,27
36938,open,1.0,34
36939,close,-1.0,36
36940,open,1.0,58
36941,close,-1.0,41
36942,open,1.0,37
36943,close,-1.0,25
36944,open,1.0,42
36945,close,-1.0,28
36946,open,1.0,66
36947,close,-1.0,33
36948,open,1.0,35
36949,close,-1.0,35
36950,open,1.0,42
36951,close,-1.0,32
36952,open,1.0,53
36953,close,-1.0,30
36954,open,1.0,38
36955,close,-1.0,31
36956,open,1.0,40
36957,close,-1.0,41
36958,open,1.0,39
36959,close,-1.0,39
36960,open,1.0,21
36961,close,-1.0,23
36962,open,1.0,57
36963,close,-1.0,43
36964,open,1.0,58
36965,close,-1.0,31
36966,open,1.0,33
36967,close,-1.0,23
36968,open,1.0,31
36969,close,-1.0,34
36970,open,1.0,17
36971,close,-1.0,17
36972,open,1.0,60
36973,close,-1.0,38
36974,open,1.0,31
36975,close,-1.0,45
36976,open,1.0,50
36977,close,-1.0,47
36978,open,1.0,28
36979,close,-1.0,35
36980,open,1.0,13
36981,close,-1.0,37
36982,open,1.0,28
36983,close,-1.0,33
36984,open,1.0,32
36985,close,-1.0,40
36986,open,1.0,11
36987,close,-1.0,46
36988,open,1.0,38
36989,close,-1.0,23
36990,open,1.0,27
36991,close,-1.0,34
36992,open,1.0,67
36993,close,-1.0,33
36994,open,1.0,20
36995,close,-1.0,33
36996,open,1.0,24
36997,close,-1.0,31
36998,open,1.0,49
36999,close,-1.0,29
37000,open,1.0,46
37001,close,-1.0,16
37002,open,1.0,15
37003,close,-1.0,38
37004,open,1.0,45
37005,close,-1.0,50
37006,open,1.0,61
37007,close,-1.0,52
37008,open,1.0,47
37009,close,-1.0,47
37010,open,1.0,40
37011,close,-1.0,37
37012,open,1.0,108
37013,close,-1.0,48
37014,open,1.0,53
37015,close,-1.0,39
37016,open,1.0,65
37017,close,-1.0,27
37018,open,1.0,18
37019,close,-1.0,27
37020,open,1.0,45
37021,close,-1.0,45
37022,open,1.0,33
37023,close,-1.0,26
37024,open,1.0,49
37025,close,-1.0,43
37026,open,1.0,46
37027,close,-1.0,40
37028,open,1.0,30
37029,close,-1.0,56
37030,open,1.0,26
37031,close,-1.0,37
37032,open,1.0,21
37033,close,-1.0,44
37034,open,1.0,25
37035,close,-1.0,40
37036,open,1.0,30
37037,close,-1.0,41
37038,open,1.0,27
37039,close,-1.0,32
37040,open,1.0,56
37041,close,-1.0,38
37042,open,1.0,15
37043,close,-1.0,50
37044,open,1.0,48
37045,close,-1.0,37
37046,open,1.0,46
37047,close,-1.0,43
37048,open,1.0,32
37049,close,-1.0,37
37050,open,1.0,47
37051,close,-1.0,34
37052,open,1.0,32
37053,close,-1.0,40
37054,open,1.0,17
37055,close,-1.0,75
37056,open,1.0,15
37057,close,-1.0,56
37058,open,1.0,20
37059,close,-1.0,67
37060,open,1.0,32
37061,close,-1.0,84
37062,open,1.0,50
37063,close,-1.0,34
37064,open,1.0,57
37065,close,-1.0,50
37066,open,1.0,33
37067,close,-1.0,53
37068,open,1.0,35
37069,close,-1.0,59
37070,open,1.0,35
37071,close,-1.0,31
37072,open,1.0,45
37073,close,-1.0,51
37074,open,1.0,49
37075,close,-1.0,56
37076,open,1.0,48
37077,close,-1.0,40
37078,open,1.0,50
37079,close,-1.0,36
37080,open,1.0,61
37081,close,-1.0,63
37082,open,1.0,38
37083,close,-1.0,34
37084,open,1.0,30
37085,close,-1.0,35
37086,open,1.0,26
37087,close,-1.0,38
37088,open,1.0,27
37089,close,-1.0,43
37090,open,1.0,66
37091,close,-1.0,38
37092,open,1.0,50
37093,close,-1.0,39
37094,open,1.0,37
37095,close,-1.0,39
37096,open,1.0,37
37097,close,-1.0,32
37098,open,1.0,20
37099,close,-1.0,56
37100,open,1.0,26
37101,close,-1.0,32
37102,open,1.0,38
37103,close,-1.0,32
37104,open,1.0,34
37105,close,-1.0,35
37106,open,1.0,32
37107,close,-1.0,24
37108,open,1.0,34
37109,close,-1.0,28
37110,open,1.0,47
37111,close,-1.0,33
37112,open,1.0,71
37113,close,-1.0,46
37114,open,1.0,42
37115,close,-1.0,42
37116,open,1.0,40
37117,close,-1.0,39
37118,open,1.0,42
37119,close,-1.0,41
37120,open,1.0,16
37121,close,-1.0,40
37122,open,1.0,26
37123,close,-1.0,46
37124,open,1.0,23
37125,close,-1.0,26
37126,open,1.0,44
37127,close,-1.0,39
37128,open,1.0,43
37129,close,-1.0,32
37130,open,1.0,51
37131,close,-1.0,36
37132,open,1.0,41
37133,close,-1.0,35
37134,open,1.0,58
37135,close,-1.0,44
37136,open,1.0,60
37137,close,-1.0,15
37138,open,1.0,19
37139,close,-1.0,33
37140,open,1.0,49
37141,close,-1.0,36
37142,open,1.0,42
37143,close,-1.0,33
37144,open,1.0,23
37145,close,-1.0,44
37146,open,1.0,23
37147,close,-1.0,42
37148,open,1.0,17
37149,close,-1.0,35
37150,open,1.0,32
37151,close,-1.0,44
37152,open,1.0,24
37153,close,-1.0,58
37154,open,1.0,36
37155,close,-1.0,45
37156,open,1.0,55
37157,close,-1.0,27
37158,open,1.0,45
37159,close,-1.0,43
37160,open,1.0,49
37161,close,-1.0,38
37162,open,1.0,29
37163,close,-1.0,29
37164,open,1.0,37
37165,close,-1.0,26
37166,open,1.0,66
37167,close,-1.0,38
37168,open,1.0,39
37169,close,-1.0,33
37170,open,1.0,50
37171,close,-1.0,40
37172,open,1.0,17
37173,close,-1.0,29
37174,open,1.0,47
37175,close,-1.0,36
37176,open,1.0,44
37177,close,-1.0,36
37178,open,1.0,28
37179,close,-1.0,33
37180,open,1.0,55
37181,close,-1.0,35
37182,open,1.0,35
37183,close,-1.0,37
37184,open,1.0,26
37185,close,-1.0,26
37186,open,1.0,43
37187,close,-1.0,37
37188,open,1.0,46
37189,close,-1.0,40
37190,open,1.0,42
37191,close,-1.0,15
37192,open,1.0,14
37193,close,-1.0,44
37194,open,1.0,53
37195,close,-1.0,36
37196,open,1.0,31
37197,close,-1.0,43
37198,open,1.0,32
37199,close,-1.0,45
37200,open,1.0,36
37201,close,-1.0,27
37202,open,1.0,51
37203,close,-1.0,46
37204,open,1.0,78
37205,close,-1.0,31
37206,open,1.0,34
37207,close,-1.0,35
37208,open,1.0,35
37209,close,-1.0,34
37210,open,1.0,32
37211,close,-1.0,45
37212,open,1.0,31
37213,close,-1.0,41
37214,open,1.0,17
37215,close,-1.0,30
37216,open,1.0,44
37217,close,-1.0,26
37218,open,1.0,38
37219,close,-1.0,41
37220,open,1.0,26
37221,close,-1.0,38
37222,open,1.0,38
37223,close,-1.0,38
37224,open,1.0,50
37225,close,-1.0,28
37226,open,1.0,24
37227,close,-1.0,37
37228,open,1.0,35
37229,close,-1.0,36
37230,open,1.0,27
37231,close,-1.0,31
37232,open,1.0,46
37233,close,-1.0,23
37234,open,1.0,80
37235,close,-1.0,37
37236,open,1.0,48
37237,close,-1.0,30
37238,open,1.0,34
37239,close,-1.0,38
37240,open,1.0,37
37241,close,-1.0,38
37242,open,1.0,26
37243,close,-1.0,50
37244,open,1.0,32
37245,close,-1.0,35
37246,open,1.0,28
37247,close,-1.0,31
37248,open,1.0,56
37249,close,-1.0,38
37250,open,1.0,41
37251,close,-1.0,38
37252,open,1.0,59
37253,close,-1.0,52
37254,open,1.0,67
37255,close,-1.0,40
37256,open,1.0,78
37257,close,-1.0,47
37258,open,1.0,38
37259,close,-1.0,29
37260,open,1.0,50
37261,close,-1.0,46
37262,open,1.0,44
37263,close,-1.0,62
37264,open,1.0,31
37265,close,-1.0,44
37266,open,1.0,62
37267,close,-1.0,45
37268,open,1.0,15
37269,close,-1.0,30
37270,open,1.0,46
37271,close,-1.0,62
37272,open,1.0,85
37273,close,-1.0,29
37274,open,1.0,35
37275,close,-1.0,42
37276,open,1.0,29
37277,close,-1.0,36
37278,open,1.0,42
37279,close,-1.0,42
37280,open,1.0,41
37281,close,-1.0,43
37282,open,1.0,52
37283,close,-1.0,30
37284,open,1.0,32
37285,close,-1.0,34
37286,open,1.0,25
37287,close,-1.0,31
37288,open,1.0,38
37289,close,-1.0,27
37290,open,1.0,32
37291,close,-1.0,54
37292,open,1.0,37
37293,close,-1.0,42
37294,open,1.0,25
37295,close,-1.0,32
37296,open,1.0,34
37297,close,-1.0,32
37298,open,1.0,29
37299,close,-1.0,27
37300,open,1.0,33
37301,close,-1.0,43
37302,open,1.0,38
37303,close,-1.0,37
37304,open,1.0,42
37305,close,-1.0,36
37306,open,1.0,58
37307,close,-1.0,31
37308,open,1.0,22
37309,close,-1.0,28
37310,open,1.0,36
37311,close,-1.0,27
37312,open,1.0,72
37313,close,-1.0,34
37314,open,1.0,35
37315,close,-1.0,57
37316,open,1.0,42
37317,close,-1.0,37
37318,open,1.0,36
37319,close,-1.0,43
37320,open,1.0,35
37321,close,-1.0,32
37322,open,1.0,41
37323,close,-1.0,39
37324,open,1.0,48
37325,close,-1.0,34
37326,open,1.0,28
37327,close,-1.0,32
37328,open,1.0,14
37329,close,-1.0,29
37330,open,1.0,41
37331,close,-1.0,36
37332,open,1.0,46
37333,close,-1.0,39
37334,open,1.0,48
37335,close,-1.0,31
37336,open,1.0,16
37337,close,-1.0,39
37338,open,1.0,59
37339,close,-1.0,42
37340,open,1.0,31
37341,close,-1.0,33
37342,open,1.0,48
37343,close,-1.0,34
37344,open,1.0,20
37345,close,-1.0,54
37346,open,1.0,31
37347,close,-1.0,28
37348,open,1.0,26
37349,close,-1.0,34
37350,open,1.0,59
37351,close,-1.0,28
37352,open,1.0,38
37353,close,-1.0,25
37354,open,1.0,37
37355,close,-1.0,49
37356,open,1.0,57
37357,close,-1.0,39
37358,open,1.0,30
37359,close,-1.0,32
37360,open,1.0,38
37361,close,-1.0,51
37362,open,1.0,40
37363,close,-1.0,34
37364,open,1.0,34
37365,close,-1.0,43
37366,open,1.0,21
37367,close,-1.0,39
37368,open,1.0,15
37369,close,-1.0,33
37370,open,1.0,29
37371,close,-1.0,36
37372,open,1.0,21
37373,close,-1.0,38
37374,open,1.0,57
37375,close,-1.0,52
37376,open,1.0,16
