episode_index,split,environment,source_split,raw_segment_id,raw_episode_id,raw_episode_start,raw_episode_end,segment_start,segment_end,segment_length,task_name,language_text,language_embedding_dim,language_embedding_sha1,max_valid_actions_from_first_frame,requires_action_padding_for_chunk
4498,train,B,training,14620,45,265078,267288,266469,266533,65,turn_off_led,turn off the led,384,91c6bbe2ce44a27f0acfd5abe2b608b9a7262dd1,65,1
4499,train,B,training,14621,52,301603,322957,307841,307905,65,lift_blue_block_table,"grasp the blue block, then lift it up",384,4926663f02a945ebabd0299d368367a5a869695a,65,1
4500,train,B,training,14623,62,500844,532402,506812,506876,65,rotate_pink_block_left,turn the pink block left,384,869590ce0eab1c79ea39144bc47c7ffe6992cb6b,65,1
4501,train,B,training,14626,55,356202,398271,362029,362093,65,lift_red_block_table,lift the red block up,384,6700f72cdc738e47682851111361f79c71845202,65,1
4502,train,B,training,14631,43,239943,244738,242964,243028,65,lift_red_block_table,pick up the red block from the table,384,356aa67fe152c597b9fbcddb6e5d358ed9ad90fe,65,1
4503,train,B,training,14632,19,85088,94884,89302,89366,65,unstack_block,unstack the blocks,384,ad05d6595677fd8b2690ffedbddb0c62f691e60e,65,1
4504,train,B,training,14642,61,456757,500843,469889,469953,65,lift_blue_block_slider,in the sliding cabinet grasp the blue block,384,3608b41896a5eec65882f975d90f1094e85414ce,65,1
4505,train,B,training,14643,12,54832,58395,57203,57267,65,push_blue_block_right,push the blue block towards the right,384,8598c6872a0560ef553d7951daf467957f132bb5,65,1
4506,train,B,training,14648,44,244739,265077,246205,246269,65,lift_red_block_table,lift the red block,384,26ee44e25a67c6e4f9dee42fbad271cca4d1080d,65,1
4507,train,B,training,14651,25,123655,144539,130566,130630,65,turn_on_lightbulb,move the light switch to turn on the yellow light,384,38bf85e1c48faa44e017013eccaddae49957edea,65,1
4508,train,B,training,14652,50,291366,300898,300197,300235,39,turn_off_lightbulb,push the switch downwards,384,a5f8fa51b83593652900cd1d7f5813d471cbf8b1,39,1
4509,train,B,training,14653,19,85088,94884,86620,86684,65,unstack_block,take off the stacked block,384,1ecbeeac65f20f796ea4c9c6dcfc7264f28751e7,65,1
4510,train,B,training,14661,58,424675,435434,433385,433449,65,unstack_block,remove a block from the stack,384,77ab86ead9d5abd0233f02ba8d01edd14d730914,65,1
4511,train,B,training,14662,61,456757,500843,474483,474547,65,lift_pink_block_table,pick up the pink block from the table,384,686b75e03dbd0353f3ccf1054139a04dad2b4bb0,65,1
4512,train,B,training,14665,22,97535,103605,102290,102354,65,turn_on_lightbulb,slide up the switch,384,0558b741355903c8c0f0a77266a86976706e7028,65,1
4513,train,B,training,14667,47,267917,272232,268187,268251,65,stack_block,put the block on top of another block,384,6bba7e40d37880fb9e232d6011e3cf202a7e246b,65,1
4514,train,B,training,14671,64,565778,589422,588930,588994,65,rotate_pink_block_left,take the pink block and rotate it left,384,3258a8511db67bf1e336c7818a297d295aa6c711,65,1
4515,train,B,training,14674,50,291366,300898,299962,300026,65,push_blue_block_left,push left the blue block,384,780e3f076adbd60e19482b0d1ca766b236a5caf8,65,1
4516,train,B,training,14683,59,435435,451284,442959,443023,65,lift_pink_block_drawer,go towards the pink block in the drawer and grasp it,384,f94685ffd03e9677b8eee12e1fc15610abd45a60,65,1
4517,train,B,training,14687,24,114064,123654,119726,119771,46,lift_blue_block_slider,lift the blue block lying in the slider,384,a7db57c2927291e892f4aa2e8296ccf998521581,46,1
4518,train,B,training,14688,30,162212,168817,163597,163636,40,lift_red_block_table,pick up the red block,384,9ce66532c4c75aab9fe9facd78dbe3423f366abf,40,1
4519,train,B,training,14690,54,349181,356201,355918,355982,65,lift_red_block_drawer,grasp the red block in the drawer,384,fde83c2cd7554b90751c46fd1915e8e2459936f1,65,1
4520,train,B,training,14693,29,158237,162211,161563,161607,45,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,45,1
4521,train,B,training,14695,63,532403,565777,561507,561571,65,lift_blue_block_drawer,go towards the blue block in the drawer and pick it up,384,507fbef381367eb09ff5ccb4bd5154d0eb8de6d1,65,1
4522,train,B,training,14706,55,356202,398271,379411,379475,65,lift_pink_block_drawer,go towards the pink block in the drawer and lift it,384,75acd8555ada455a1d46d67aa52d3540f27da63b,65,1
4523,train,B,training,14707,9,38196,41201,39014,39078,65,lift_pink_block_slider,lift the pink block lying on the shelf,384,a24b7ca37a65853b707a615653b4dac1a78c731e,65,1
4524,train,B,training,14710,61,456757,500843,478626,478690,65,lift_red_block_slider,in the sliding cabinet grasp the red block,384,3d2c744d0c04588154f8792501667e5c8464407a,65,1
4525,train,B,training,14711,52,301603,322957,311509,311573,65,lift_red_block_drawer,pick up the red block from the drawer,384,a55969940362c3cd2652f87ded01936994c09ecd,65,1
4526,train,B,training,14714,11,49470,54831,50655,50719,65,push_blue_block_left,push left the blue block,384,780e3f076adbd60e19482b0d1ca766b236a5caf8,65,1
4527,train,B,training,14716,56,398272,408001,404101,404147,47,lift_red_block_table,grasp the red block and lift it up,384,cdd8796fba242f419a4ec74db60e5fb4b9ec0e95,47,1
4528,train,B,training,14718,34,184482,192092,187944,188008,65,lift_red_block_slider,grasp the red block lying on the shelf,384,eac4e36e14c3a50f8368a88bbbaafdc88cf2c05f,65,1
4529,train,B,training,14720,59,435435,451284,450256,450320,65,rotate_red_block_left,take the red block and turn it left,384,d55eebbbab34d1898db8fccacd253916a5fdb7bc,65,1
4530,train,B,training,14721,60,451285,456756,455506,455544,39,lift_red_block_drawer,lift the red block lying in the drawer,384,ceb03d23189cf49cc95304b7127b1d9730a7d46d,39,1
4531,train,B,training,14724,39,218801,223461,222210,222274,65,lift_pink_block_drawer,pick up the pink block lying in the drawer,384,cc610a281476eabcd8ae9b64ee94aa1eef430578,65,1
4532,train,B,training,14725,63,532403,565777,554636,554700,65,push_red_block_right,go slide the red block to the right,384,a2a41a7d0a9909f90f963b95b7270a5c35fb0992,65,1
4533,train,B,training,14728,64,565778,589422,587682,587746,65,lift_red_block_table,grasp the red block and lift it up,384,cdd8796fba242f419a4ec74db60e5fb4b9ec0e95,65,1
4534,train,B,training,14733,12,54832,58395,55024,55064,41,push_pink_block_left,sweep the pink block to the left,384,7bbea22c3d4cce1825bed139f6482d7ca3c3144e,41,1
4535,train,B,training,14737,61,456757,500843,495733,495797,65,lift_blue_block_slider,in the slider pick up the blue block,384,a48ed0822d9f3787c22ebf087df252dfac48c17a,65,1
4536,train,B,training,14741,53,322958,349180,332782,332846,65,lift_pink_block_table,"grasp the pink block, then lift it up",384,087cf54afc0a5198ef87a6a761d911dd982cda83,65,1
4537,train,B,training,14742,44,244739,265077,264724,264788,65,lift_red_block_drawer,lift the red block lying in the drawer,384,ceb03d23189cf49cc95304b7127b1d9730a7d46d,65,1
4538,train,B,training,14743,39,218801,223461,220111,220175,65,unstack_block,unstack the blocks,384,ad05d6595677fd8b2690ffedbddb0c62f691e60e,65,1
4539,train,B,training,14747,55,356202,398271,357908,357972,65,lift_red_block_table,lift the red block from the table,384,b4b629d919989ceafbaa2d72be63931cc452de03,65,1
4540,train,B,training,14754,63,532403,565777,543894,543958,65,turn_off_lightbulb,push the switch downwards,384,a5f8fa51b83593652900cd1d7f5813d471cbf8b1,65,1
4541,train,B,training,14756,56,398272,408001,404648,404683,36,lift_pink_block_table,pick up the pink block on the table,384,b49c26b173b329718f04540433709cfcffdb73f3,36,1
4542,train,B,training,14757,64,565778,589422,587295,587340,46,lift_red_block_table,lift the red block up,384,6700f72cdc738e47682851111361f79c71845202,46,1
4543,train,B,training,14761,38,212691,218800,215072,215136,65,lift_pink_block_table,"grasp the pink block, then lift it up",384,087cf54afc0a5198ef87a6a761d911dd982cda83,65,1
4544,train,B,training,14762,5,21763,27965,27329,27393,65,turn_off_lightbulb,toggle the light switch to turn off the yellow light,384,60dcdfa7102abc005d673a1d86da9eddf8bff2b4,65,1
4545,train,B,training,14765,44,244739,265077,255861,255925,65,rotate_red_block_right,rotate right the red block,384,5a11c8703d5cb3e832e20821003bc98728ab92ca,65,1
4546,train,B,training,14774,55,356202,398271,365919,365983,65,push_pink_block_right,go slide the pink block to the right,384,01ef61e13d1d46537570bd8d0286f6d1f125a523,65,1
4547,train,B,training,14777,14,61336,66822,65604,65641,38,unstack_block,remove the top block,384,b19d8aaaeec7b94ea355464fe55bb4d1770e11f8,38,1
4548,train,B,training,14778,48,272233,289411,272912,272976,65,push_red_block_right,slide the red block towards the right,384,486a13630c24209867e863f9d4609dcf011d9e27,65,1
4549,train,B,training,14779,11,49470,54831,49762,49826,65,push_blue_block_right,push the blue block to the right,384,4e0245e772e6eb46a084bff62fdaea1a95a514fa,65,1
4550,train,B,training,14784,61,456757,500843,470715,470760,46,lift_pink_block_drawer,pick up the pink block in the drawer,384,6e427be28671fb4a89630276221c833ec8f69b61,46,1
4551,train,B,training,14785,22,97535,103605,100248,100312,65,lift_blue_block_drawer,grasp the blue block lying in the drawer,384,4bb6c997f7bea3ec1657d6a9a531c5e01776bb3b,65,1
4552,train,B,training,14787,11,49470,54831,51070,51134,65,lift_red_block_drawer,go towards the red block in the drawer and grasp it,384,66c61a3a786399248a4051d8e4fd18996b33ea06,65,1
4553,train,B,training,14795,56,398272,408001,400856,400920,65,lift_pink_block_slider,lift the pink block on the shelf,384,cf6069fd0cf4b442c6898d85d14afca191ff3e43,65,1
4554,train,B,training,14801,20,94885,96130,95965,96029,65,lift_red_block_slider,in the slider pick up the red block,384,4209dcc2b898057b3bbee4e9de2cdb6b223a0cd6,65,1
4555,train,B,training,14808,23,103606,114063,104420,104484,65,push_blue_block_left,sweep the blue block to the left,384,4ed24085bcd3956df6b1f414998b44f6adee8d5c,65,1
4556,train,B,training,14809,48,272233,289411,272858,272922,65,push_red_block_right,go slide the red block to the right,384,a2a41a7d0a9909f90f963b95b7270a5c35fb0992,65,1
4557,train,B,training,14813,61,456757,500843,464304,464368,65,lift_blue_block_drawer,go towards the blue block in the drawer and pick it up,384,507fbef381367eb09ff5ccb4bd5154d0eb8de6d1,65,1
4558,train,B,training,14814,22,97535,103605,97565,97629,65,lift_blue_block_table,"grasp the blue block on the table, then lift it up",384,9e018e40d971edad90af049758e4dd06305fcc50,65,1
4559,train,B,training,14818,62,500844,532402,510604,510668,65,lift_red_block_drawer,grasp the red block lying in the drawer,384,2b44932e5e10f0d625841c9c2111045092ca646e,65,1
4560,train,B,training,14819,64,565778,589422,587229,587262,34,stack_block,place the grasped block on top of another block,384,16e9f2c03392c9bed6ba3f008d28005e5c83194e,34,1
4561,train,B,training,14821,11,49470,54831,50794,50858,65,lift_red_block_drawer,grasp the red block from the drawer,384,67bf30811d430ba6e8c5616a30f669744a0cf357,65,1
4562,train,B,training,14822,42,233104,239942,234154,234218,65,lift_red_block_slider,pick up the red block from the sliding cabinet,384,8fae571b40aab77da9fb1e594e6d43a897254403,65,1
4563,train,B,training,14824,55,356202,398271,365918,365982,65,push_pink_block_right,slide right the pink block,384,c2f0c53423a9f41b5e650a6cca022d2e4bbf1801,65,1
4564,train,B,training,14826,8,34463,38195,37533,37597,65,lift_pink_block_table,lift the pink block from the table,384,bc077189e841a40edd58b10490ec85e44d859e65,65,1
4565,train,B,training,14833,43,239943,244738,240352,240416,65,lift_pink_block_slider,grasp the pink block lying on the shelf,384,3aef3e1910bee4067d8b10f985e8574a8fb895d4,65,1
4566,train,B,training,14834,49,289412,291365,289921,289962,42,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,42,1
4567,train,B,training,14836,63,532403,565777,543463,543501,39,stack_block,put the block on top of another block,384,6bba7e40d37880fb9e232d6011e3cf202a7e246b,39,1
4568,train,B,training,14841,59,435435,451284,442079,442143,65,lift_blue_block_slider,lift the blue block lying in the sliding cabinet,384,1214c9637f7244321177a06531b9882ead19a520,65,1
4569,train,B,training,14843,63,532403,565777,549056,549098,43,push_blue_block_right,slide the blue block towards the right,384,8feb19678f28a3ddd18b3d0e033516c97c226382,43,1
4570,train,B,training,14844,32,170104,180357,170531,170595,65,lift_pink_block_slider,in the slider pick up the pink block,384,6e2b9ea3dea7fa4b03cba28e8bbd85eab4537e4b,65,1
4571,train,B,training,14852,37,204387,212690,208162,208226,65,lift_pink_block_slider,in the slider grasp the pink block,384,115286914dcd95ea434762b3b54528b673ce591f,65,1
4572,train,B,training,14859,38,212691,218800,214834,214898,65,lift_red_block_slider,in the sliding cabinet grasp the red block,384,5f0c14075f317d28190e5cd71b0984bb1b4cc2c7,65,1
4573,train,B,training,14860,53,322958,349180,340304,340345,42,push_pink_block_left,push the pink block towards the left,384,130041d9dfe341a304c59772e119b71529987007,42,1
4574,train,B,training,14862,57,408002,424674,416509,416551,43,lift_red_block_table,grasp the red block and lift it up,384,cdd8796fba242f419a4ec74db60e5fb4b9ec0e95,43,1
4575,train,B,training,14863,57,408002,424674,422690,422754,65,lift_red_block_table,"grasp the red block, then lift it up",384,693841e449e77f26fd3cefa3130391d8935abc3a,65,1
4576,train,B,training,14865,19,85088,94884,94441,94505,65,lift_pink_block_slider,in the cabinet pick up the pink block,384,839e59b81c0d84fdcf3e67935f703649697a4ad2,65,1
4577,train,B,training,14870,17,74331,79400,76518,76582,65,lift_red_block_table,grasp the red block on the table and lift it up,384,d01b9df5c76130b43252975927933cd55d636783,65,1
4578,train,B,training,14871,54,349181,356201,351594,351631,38,unstack_block,collapse the stacked blocks,384,a1921811dc2cfdec9b160b21f6f2ef9f67ab8d70,38,1
4579,train,B,training,14873,42,233104,239942,233474,233538,65,push_into_drawer,push the block into the drawer,384,ded77baa15166b74788fa0927438a4647d5333fe,65,1
4580,train,B,training,14877,61,456757,500843,480812,480876,65,lift_blue_block_drawer,pick up the blue block in the drawer,384,1da5c7ba1e312268514b0513748e8ced9cb4e3cd,65,1
4581,train,B,training,14878,22,97535,103605,102184,102248,65,lift_red_block_slider,in the cabinet pick up the red block,384,ff1ee6c5f93304e5592f0e57e9c6d58f52ccb829,65,1
4582,train,B,training,14882,19,85088,94884,87992,88056,65,lift_red_block_table,grasp the red block on the table and lift it up,384,d01b9df5c76130b43252975927933cd55d636783,65,1
4583,train,B,training,14883,53,322958,349180,348135,348199,65,rotate_blue_block_left,grasp the blue block and turn it left,384,68fff93df43c1ecbdaee03c4b97b8a861d09d67b,65,1
4584,train,B,training,14889,3,9790,20069,10445,10509,65,push_pink_block_right,push the pink block to the right,384,62b88c19800022a8267082f8f1650358647315b2,65,1
4585,train,B,training,14890,61,456757,500843,467678,467742,65,push_blue_block_left,sweep the blue block to the left,384,4ed24085bcd3956df6b1f414998b44f6adee8d5c,65,1
4586,train,B,training,14893,55,356202,398271,385070,385134,65,push_blue_block_right,slide the blue block to the right,384,095734881ae65c354b8095e880921d166ec24bfd,65,1
4587,train,B,training,14894,55,356202,398271,367518,367564,47,lift_pink_block_table,lift the pink block,384,7afe12798d9b4a22cd114bec4c8939c9f68eaa6c,47,1
4588,train,B,training,14895,47,267917,272232,271778,271842,65,push_pink_block_right,push the pink block towards the right,384,141fffb7117714fd011b3fb79d774f36c13517ce,65,1
4589,train,B,training,14896,39,218801,223461,220285,220349,65,lift_pink_block_table,lift the pink block,384,f97cd726f590c2262d012296cf70b8e9cdd91931,65,1
4590,train,B,training,14900,55,356202,398271,364005,364069,65,lift_blue_block_drawer,pick up the blue block in the drawer,384,01142b765a34715a7637ffaeaff41acc4820965e,65,1
4591,train,B,training,14901,19,85088,94884,89163,89227,65,lift_pink_block_table,grasp the pink block and lift it up,384,8cee7d139c9f1d4d54843da7cb311e56666b1400,65,1
4592,train,B,training,14904,20,94885,96130,95411,95475,65,lift_red_block_slider,grasp the red block lying on the shelf,384,eac4e36e14c3a50f8368a88bbbaafdc88cf2c05f,65,1
4593,train,B,training,14909,62,500844,532402,518705,518769,65,lift_blue_block_slider,pick up the blue block from the sliding cabinet,384,2d5da59a8e1096166961560d9072fb1ffaf74a45,65,1
4594,train,B,training,14925,44,244739,265077,249047,249111,65,lift_pink_block_table,grasp the pink block on the table and lift it up,384,144b93762c8cc3a39c1063d6a78837536b81ac59,65,1
4595,train,B,training,14928,61,456757,500843,481037,481101,65,push_into_drawer,sweep the object into the drawer,384,42eeabc36fb7682d5797efc33eab46c3d88e7591,65,1
4596,train,B,training,14929,25,123655,144539,127103,127167,65,lift_blue_block_drawer,go towards the blue block in the drawer and lift it,384,c273bef3a05f8387d8561e5edac9d512902b88e7,65,1
4597,train,B,training,14936,34,184482,192092,185283,185347,65,lift_pink_block_slider,pick up the pink block from the sliding cabinet,384,bc44eb597b6550e9249854c363c77216e7760294,65,1
4598,train,B,training,14937,7,29482,34462,33135,33199,65,lift_red_block_drawer,pick up the red block from the drawer,384,a55969940362c3cd2652f87ded01936994c09ecd,65,1
4599,train,B,training,14942,19,85088,94884,87356,87420,65,lift_blue_block_drawer,go towards the blue block in the drawer and pick it up,384,507fbef381367eb09ff5ccb4bd5154d0eb8de6d1,65,1
4600,train,B,training,14944,11,49470,54831,53265,53329,65,lift_pink_block_drawer,pick up the pink block in the drawer,384,2cb46f0c389c7aab8d2dc3a77dcc6a8b25c1a1b2,65,1
4601,train,B,training,14946,39,218801,223461,220396,220460,65,lift_blue_block_slider,lift the blue block lying in the cabinet,384,bb6c59d46d7b9009395dce64251e8633298aa100,65,1
4602,train,B,training,14949,47,267917,272232,270017,270081,65,lift_red_block_drawer,go towards the red block in the drawer and grasp it,384,66c61a3a786399248a4051d8e4fd18996b33ea06,65,1
4603,train,B,training,14950,55,356202,398271,366297,366361,65,push_into_drawer,push the object into the drawer,384,6fdd4f827711cb97e7ff5569835c19e18211826f,65,1
4604,train,B,training,14952,62,500844,532402,524453,524517,65,push_into_drawer,push the block into the drawer,384,ded77baa15166b74788fa0927438a4647d5333fe,65,1
4605,train,B,training,14958,63,532403,565777,550252,550296,45,rotate_blue_block_left,"grasp the blue block, then rotate it left",384,1a85a0d649bf047f867ebbe35552e7d4eb259dee,45,1
4606,train,B,training,14959,32,170104,180357,179167,179213,47,lift_pink_block_table,lift the pink block up,384,83a446984803a4afe11a88dc733d83f39bbc430a,47,1
4607,train,B,training,14961,25,123655,144539,128218,128265,48,lift_pink_block_drawer,pick up the pink block lying in the drawer,384,5f84841c084afb29fe35df679fa32817b187029f,48,1
4608,train,B,training,14964,63,532403,565777,545930,545994,65,lift_blue_block_table,pick up the blue block,384,5b27cea3292545e54127f81bfcc0a226bfe0881e,65,1
4609,train,B,training,14968,62,500844,532402,503761,503800,40,lift_pink_block_table,pick up the pink block,384,eb27b1e2b2567c4b155fdc587afc7585cb66700c,40,1
4610,train,B,training,14974,50,291366,300898,292876,292940,65,push_into_drawer,push the object that it falls into the drawer,384,79acec8cd7f449a852d305e9955a108c90a39e44,65,1
4611,train,B,training,14980,18,79401,85087,80517,80581,65,rotate_blue_block_right,rotate the blue block towards the right,384,4bb8eaddfb063331d043d6bff032e354c704b7af,65,1
4612,train,B,training,14982,44,244739,265077,253349,253413,65,lift_red_block_slider,lift the red block lying in the cabinet,384,174a5cf1cce81003bd149c71f783c9ee659103e6,65,1
4613,train,B,training,14986,26,144540,152167,147779,147843,65,push_blue_block_left,slide the blue block to the left,384,34e1e97e07e78b1a94e5bb6db4c5f6d2eaac35a0,65,1
4614,train,B,training,14992,13,58396,61335,60881,60945,65,lift_pink_block_drawer,pick up the pink block in the drawer,384,6e427be28671fb4a89630276221c833ec8f69b61,65,1
4615,train,B,training,14993,32,170104,180357,170530,170594,65,lift_pink_block_slider,grasp the pink block lying in the slider,384,b1c17e2db397f2d1ab29d2adef9cb6d1409f5031,65,1
4616,train,B,training,14994,63,532403,565777,541093,541157,65,lift_blue_block_drawer,go towards the blue block in the drawer and lift it,384,c273bef3a05f8387d8561e5edac9d512902b88e7,65,1
4617,train,B,training,14997,32,170104,180357,173373,173437,65,lift_red_block_drawer,go towards the red block in the drawer and grasp it,384,66c61a3a786399248a4051d8e4fd18996b33ea06,65,1
4618,train,B,training,15004,32,170104,180357,173811,173875,65,push_blue_block_left,push left the blue block,384,780e3f076adbd60e19482b0d1ca766b236a5caf8,65,1
4619,train,B,training,15013,65,589423,596230,591701,591765,65,lift_blue_block_drawer,grasp the blue block in the drawer,384,92c79646b5a1e5d3907aeb67d08a733db5ef9eeb,65,1
4620,train,B,training,15016,15,66823,72875,70738,70802,65,push_into_drawer,push the block into the drawer,384,ded77baa15166b74788fa0927438a4647d5333fe,65,1
4621,train,B,training,15017,61,456757,500843,464473,464537,65,push_into_drawer,push the object into the drawer,384,6fdd4f827711cb97e7ff5569835c19e18211826f,65,1
4622,train,B,training,15027,5,21763,27965,25137,25201,65,push_red_block_left,push the red block towards the left,384,29023fd16fdfda1fd26b308e8f3ff42668ebcd95,65,1
4623,train,B,training,15028,10,41202,49469,43229,43293,65,push_into_drawer,slide the block into the drawer,384,b8dd0c86f33096de7277562b2e1860c3fb50923b,65,1
4624,train,B,training,15031,23,103606,114063,112231,112264,34,push_pink_block_left,slide left the pink block,384,5ced633f5b803fe006ff87edefdedcef53615830,34,1
4625,train,B,training,15041,54,349181,356201,354873,354937,65,push_into_drawer,push the block into the drawer,384,ded77baa15166b74788fa0927438a4647d5333fe,65,1
4626,train,B,training,15043,14,61336,66822,65399,65463,65,lift_red_block_slider,pick up the red block from the shelf,384,216ac78327672fe4bc824703a91405e38433f48f,65,1
4627,train,B,training,15045,18,79401,85087,84244,84308,65,lift_red_block_slider,in the slider pick up the red block,384,4209dcc2b898057b3bbee4e9de2cdb6b223a0cd6,65,1
4628,train,B,training,15046,62,500844,532402,514089,514153,65,push_pink_block_left,push the pink block towards the left,384,130041d9dfe341a304c59772e119b71529987007,65,1
4629,train,B,training,15051,32,170104,180357,177107,177171,65,rotate_blue_block_left,grasp the blue block and rotate it left,384,3d4f1a44722753c566dd0de22954bee95a0792bb,65,1
4630,train,B,training,15053,55,356202,398271,390217,390281,65,push_red_block_left,push the red block to the left,384,6d0bb43653fd41ca88339b7c429959e8e1699d39,65,1
4631,train,B,training,15055,64,565778,589422,589061,589125,65,lift_blue_block_slider,in the slider pick up the blue block,384,a48ed0822d9f3787c22ebf087df252dfac48c17a,65,1
4632,train,B,training,15061,11,49470,54831,52283,52316,34,push_into_drawer,push the block into the drawer,384,ded77baa15166b74788fa0927438a4647d5333fe,34,1
4633,train,B,training,15063,53,322958,349180,334690,334754,65,rotate_blue_block_right,turn the blue block right,384,16eaa659ea54d3cbdeaaeea176245c29865adcc6,65,1
4634,train,B,training,15067,54,349181,356201,353293,353357,65,lift_red_block_slider,in the slider pick up the red block,384,4209dcc2b898057b3bbee4e9de2cdb6b223a0cd6,65,1
4635,train,B,training,15069,26,144540,152167,146458,146522,65,push_red_block_right,slide the red block to the right,384,e2e73c023f10042acf9dca157a7e7b58202281ff,65,1
4636,train,B,training,15071,57,408002,424674,415606,415670,65,push_blue_block_left,go slide the blue block to the left,384,d5a9fbe21aa644a5d782f4c4a424bf7d9b720751,65,1
4637,train,B,training,15072,34,184482,192092,184608,184654,47,push_red_block_left,push left the red block,384,350255996bc9b96896ea33c1e9359052577fbe4c,47,1
4638,train,B,training,15075,7,29482,34462,33624,33688,65,lift_blue_block_slider,grasp the blue block lying on the shelf,384,b7998f36e4af9e7ea54f960676942565485e6084,65,1
4639,train,B,training,15076,14,61336,66822,64997,65061,65,push_blue_block_left,sweep the blue block to the left,384,4ed24085bcd3956df6b1f414998b44f6adee8d5c,65,1
4640,train,B,training,15078,24,114064,123654,114098,114162,65,push_pink_block_right,sweep the pink block to the right,384,3c93eaa45dbf4f80499d667dd3f68fd6f4de8ba5,65,1
4641,train,B,training,15079,60,451285,456756,456373,456437,65,rotate_red_block_left,"grasp the red block, then rotate it left",384,8b040d1a769b3321f487d0c8c9e8105f4779d115,65,1
4642,train,B,training,15083,44,244739,265077,264967,265031,65,push_red_block_left,push the red block towards the left,384,29023fd16fdfda1fd26b308e8f3ff42668ebcd95,65,1
4643,train,B,training,15084,26,144540,152167,151982,152046,65,rotate_blue_block_right,rotate the blue block to the right,384,5992e239eb44b0758ad96a40fd7f6be37648c5ae,65,1
4644,train,B,training,15085,32,170104,180357,178695,178759,65,rotate_blue_block_left,rotate the blue block towards the left,384,55da5a9157993417f2123ff23fb085353de8a0fd,65,1
4645,train,B,training,15088,55,356202,398271,390679,390743,65,push_blue_block_left,slide the blue block to the left,384,34e1e97e07e78b1a94e5bb6db4c5f6d2eaac35a0,65,1
4646,train,B,training,15091,44,244739,265077,255553,255617,65,push_red_block_left,sweep the red block to the left,384,5709e27e0a7b4d1629d8d0d27c3694bee269d2c2,65,1
4647,train,B,training,15093,64,565778,589422,566389,566453,65,push_blue_block_right,push right the blue block,384,1dd3bdaaca290fa4e79130e1438a28f6a614fccb,65,1
4648,train,B,training,15107,52,301603,322957,319721,319785,65,rotate_pink_block_left,take the pink block and turn it left,384,6d2b6c53ce6f339240401aaa80d9a57f74b9e4fc,65,1
4649,train,B,training,15112,14,61336,66822,64476,64540,65,push_pink_block_right,slide right the pink block,384,c2f0c53423a9f41b5e650a6cca022d2e4bbf1801,65,1
4650,train,B,training,15114,55,356202,398271,390240,390304,65,push_red_block_left,push the red block to the left,384,6d0bb43653fd41ca88339b7c429959e8e1699d39,65,1
4651,train,B,training,15119,62,500844,532402,518709,518773,65,lift_blue_block_slider,lift the blue block on the shelf,384,5d185e14586828c76dd587f91b1d016224c26f60,65,1
4652,train,B,training,15121,45,265078,267288,266418,266482,65,push_pink_block_left,push the pink block to the left,384,2a1e53f710e3634047642a6088ea0594aa132a7b,65,1
4653,train,B,training,15125,53,322958,349180,340870,340934,65,rotate_pink_block_left,rotate the pink block to the left,384,687ee9c194a1ec573c114e2fb249d2a8250fbe98,65,1
4654,train,B,training,15126,55,356202,398271,390673,390737,65,push_blue_block_left,slide the blue block to the left,384,34e1e97e07e78b1a94e5bb6db4c5f6d2eaac35a0,65,1
4655,train,B,training,15130,36,196871,204386,203341,203386,46,rotate_blue_block_left,grasp the blue block and rotate it left,384,3d4f1a44722753c566dd0de22954bee95a0792bb,46,1
4656,train,B,training,15131,1,3687,7911,5647,5711,65,lift_pink_block_slider,in the sliding cabinet grasp the pink block,384,6cdeb0a8836768bee83f6110cb3e2bdcc7152711,65,1
4657,train,B,training,15132,25,123655,144539,125239,125303,65,push_pink_block_left,sweep the pink block to the left,384,7bbea22c3d4cce1825bed139f6482d7ca3c3144e,65,1
4658,train,B,training,15134,63,532403,565777,546458,546522,65,rotate_blue_block_right,rotate right the blue block,384,4e1bfda8fa001d386d95f0b2b3e61c31960dd640,65,1
4659,train,B,training,15138,42,233104,239942,236940,236981,42,push_blue_block_left,slide left the blue block,384,3de3f3a5483952ab233ff0baf2d15917c527f5d4,42,1
4660,train,B,training,15139,8,34463,38195,35730,35794,65,push_blue_block_right,slide right the blue block,384,8364d5cb36dd5d8f615a0091742e2e927ade59a8,65,1
4661,train,B,training,15140,65,589423,596230,592395,592459,65,lift_blue_block_slider,grasp the blue block lying on the shelf,384,b7998f36e4af9e7ea54f960676942565485e6084,65,1
4662,train,B,training,15141,56,398272,408001,405161,405225,65,push_red_block_right,sweep the red block to the right,384,3742390a8ebdea180835091333a6b33107658769,65,1
4663,train,B,training,15145,64,565778,589422,586959,587023,65,push_pink_block_left,sweep the pink block to the left,384,7bbea22c3d4cce1825bed139f6482d7ca3c3144e,65,1
4664,train,B,training,15148,53,322958,349180,333283,333316,34,push_red_block_right,sweep the red block to the right,384,3742390a8ebdea180835091333a6b33107658769,34,1
4665,train,B,training,15153,63,532403,565777,550546,550610,65,push_blue_block_right,slide the blue block towards the right,384,8feb19678f28a3ddd18b3d0e033516c97c226382,65,1
4666,train,B,training,15155,48,272233,289411,285438,285473,36,push_red_block_left,go push the red block to the left,384,66bec0d1b96fe300e3019408ab9d9158a52df6ad,36,1
