episode_index,split,environment,source_split,raw_segment_id,raw_episode_id,raw_episode_start,raw_episode_end,segment_start,segment_end,segment_length,task_name,language_text,language_embedding_dim,language_embedding_sha1,max_valid_actions_from_first_frame,requires_action_padding_for_chunk
13501,train,C,training,8931,76,660683,695578,679426,679490,65,move_slider_left,slide the door to the left,384,5dc974e09fecead3313fdd7aeccf69d8edf96759,65,1
13502,train,C,training,8932,99,1136788,1165176,1146297,1146361,65,lift_red_block_table,lift the red block up,384,6700f72cdc738e47682851111361f79c71845202,65,1
13503,train,C,training,8933,72,639911,647545,645836,645900,65,close_drawer,"grasp the drawer handle, then close it",384,03e92ca80b0a59107c2240c97ac0fe94d5d37455,65,1
13504,train,C,training,8936,73,647546,656994,652461,652497,37,turn_off_led,toggle the button to turn off the led light,384,20d8180bdd2748b30f163eb7f61dadba4527509a,37,1
13505,train,C,training,8940,80,773256,803905,791638,791681,44,turn_off_led,turn off the led lamp,384,fe3493079817bb50e7fdd60f7896ad8cf44969e4,44,1
13506,train,C,training,8943,82,813684,845855,842224,842262,39,push_red_block_right,slide the red block towards the right,384,486a13630c24209867e863f9d4609dcf011d9e27,39,1
13507,train,C,training,8944,76,660683,695578,691230,691278,49,place_in_slider,put the grasped object in the sliding cabinet,384,10ecbe4f6ebc7046acfe137e455a3a17d3648e73,49,1
13508,train,C,training,8946,80,773256,803905,798282,798346,65,move_slider_left,grasp the door handle and slide the door to the left,384,1718ca13cc58d3cb3c49d96b94e45fb3d5ec25ee,65,1
13509,train,C,training,8950,72,639911,647545,640933,640967,35,place_in_drawer,place the object in the drawer,384,44b5571335efefd08913219d073d8fd0159da01e,35,1
13510,train,C,training,8951,92,1010044,1036178,1035776,1035824,49,push_red_block_left,slide the red block to the left,384,5c23ec58f4678e7e111f1518edbfaf6648bb46bd,49,1
13511,train,C,training,8952,93,1036179,1047232,1039784,1039848,65,move_slider_left,move the sliding door to the left,384,2e98f2b5665de1da065cf8f197c0f0335be91ec0,65,1
13512,train,C,training,8953,91,981105,1010043,992410,992474,65,close_drawer,go close the drawer,384,e53ff1514bc4975368435f54b20e307e4bbbc76f,65,1
13513,train,C,training,8958,77,695579,731814,715630,715694,65,open_drawer,pull the drawer,384,3e6f75e16c5cd4906b12863b9a5e6b7f95807933,65,1
13514,train,C,training,8959,80,773256,803905,802654,802718,65,move_slider_right,grasp the door handle and move the door to the right,384,522646625b57645d4822da458e64b3d11b446ca3,65,1
13515,train,C,training,8962,80,773256,803905,793702,793766,65,lift_red_block_slider,pick up the red block from the shelf,384,216ac78327672fe4bc824703a91405e38433f48f,65,1
13516,train,C,training,8963,79,750026,773255,758916,758980,65,turn_off_lightbulb,turn off the yellow light,384,e3db69a952eb342853463d5cb49cac10131199b3,65,1
13517,train,C,training,8964,82,813684,845855,830175,830239,65,move_slider_right,"grasp the door handle, then move the door to the right",384,a611fcfe6c74f6eb560e64a1ec786125b5347053,65,1
13518,train,C,training,8976,100,1165177,1191338,1172200,1172264,65,lift_red_block_drawer,pick up the red block from the drawer,384,a55969940362c3cd2652f87ded01936994c09ecd,65,1
13519,train,C,training,8977,92,1010044,1036178,1026413,1026477,65,turn_on_led,toggle the button to turn on the green light,384,30a49fd7433309cba05b6eeebdf43b2f826f62de,65,1
13520,train,C,training,8980,83,845856,864485,847012,847076,65,lift_red_block_drawer,go towards the red block in the drawer and lift it,384,d049a3bf8023c9a4f55d91e0d6508b79f9b268c5,65,1
13521,train,C,training,8986,100,1165177,1191338,1173010,1173074,65,stack_block,put the block on top of another block,384,6bba7e40d37880fb9e232d6011e3cf202a7e246b,65,1
13522,train,C,training,8987,87,877391,887645,879276,879317,42,place_in_drawer,place the block in the drawer,384,9a806d075a7fb1a1d0357b92eed3414a68541a07,42,1
13523,train,C,training,8995,96,1080673,1106002,1097297,1097336,40,place_in_drawer,store the object in the drawer,384,744c64bcf52682b37c21dd4ca5a9b29e9386dd65,40,1
13524,train,C,training,8996,98,1121145,1136787,1129416,1129480,65,unstack_block,take off the stacked block,384,1ecbeeac65f20f796ea4c9c6dcfc7264f28751e7,65,1
13525,train,C,training,8998,93,1036179,1047232,1039486,1039550,65,move_slider_right,grasp the door handle and move the door to the right,384,522646625b57645d4822da458e64b3d11b446ca3,65,1
13526,train,C,training,9000,89,915137,939385,918667,918731,65,lift_blue_block_table,pick up the blue block from the table,384,1d6103efc27c234f1a813cc7343dfc47481a2b21,65,1
13527,train,C,training,9001,80,773256,803905,780878,780942,65,open_drawer,grasp the drawer handle and open it,384,77582e88f30131327c5b29a6aba6e44f13ff5343,65,1
13528,train,C,training,9004,79,750026,773255,755287,755351,65,move_slider_right,push the door to the right,384,0190ffb53be0362f077bcb89d5435f0996924943,65,1
13529,train,C,training,9006,80,773256,803905,774529,774593,65,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,65,1
13530,train,C,training,9010,95,1063619,1080672,1077635,1077699,65,move_slider_right,move the door to the right side,384,96421d52faa675fd7bfd6a1f89d54989b448c8b4,65,1
13531,train,C,training,9011,77,695579,731814,720482,720546,65,turn_on_lightbulb,turn on the yellow light,384,cf31d107960d7375c5ec8f55dacca57d7249a787,65,1
13532,train,C,training,9013,88,887646,915136,890412,890476,65,turn_off_led,toggle the button to turn off the green light,384,eba5b9f9fd7c56cd96612d70773b87a164862f4c,65,1
13533,train,C,training,9014,90,939386,981104,964554,964618,65,move_slider_left,move the sliding door to the left,384,2e98f2b5665de1da065cf8f197c0f0335be91ec0,65,1
13534,train,C,training,9015,90,939386,981104,950241,950305,65,open_drawer,grasp the handle of the drawer and open it,384,cd60b925d1bf44d05015136ba593469d80318a70,65,1
13535,train,C,training,9017,76,660683,695578,686207,686271,65,rotate_pink_block_right,rotate the pink block towards the right,384,e8d3aa39e138b429a5f67a6f5b711af9cfc2f43e,65,1
13536,train,C,training,9018,81,803906,813683,806703,806767,65,move_slider_right,grasp the door handle and move the door to the right,384,522646625b57645d4822da458e64b3d11b446ca3,65,1
13537,train,C,training,9020,80,773256,803905,782929,782976,48,lift_red_block_slider,grasp the red block lying in the sliding cabinet,384,28979b47158d97ed65e32c5e0ddedc2f8be6f3ee,48,1
13538,train,C,training,9022,84,864486,868971,868370,868434,65,move_slider_right,move the sliding door to the right,384,73d20ff76e47394cb126f7ef72c3ca6c26390ec9,65,1
13539,train,C,training,9023,92,1010044,1036178,1035711,1035775,65,push_red_block_right,slide right the red block,384,ca025e5c6077d1d67b8014afd01056f4f2e56d54,65,1
13540,train,C,training,9024,69,625758,629309,627953,628017,65,place_in_drawer,put the block in the drawer,384,ca657248b0be5cc8e78ed3873073fcf2281f5d36,65,1
13541,train,C,training,9027,80,773256,803905,799930,799994,65,lift_red_block_drawer,pick up the red block from the drawer,384,a55969940362c3cd2652f87ded01936994c09ecd,65,1
13542,train,C,training,9028,89,915137,939385,919777,919841,65,lift_pink_block_drawer,grasp the pink block lying in the drawer,384,18a8597e96b2f4d8835418433b991ea18a4bcef4,65,1
13543,train,C,training,9031,96,1080673,1106002,1092058,1092098,41,lift_pink_block_table,"grasp the pink block on the table, then lift it up",384,7708ee643c6fd7396ed56e57419777ee6cee564e,41,1
13544,train,C,training,9032,87,877391,887645,878406,878470,65,lift_pink_block_drawer,grasp the pink block from the drawer,384,3f32fa123cae56da78982e779ae426ef2b59e815,65,1
13545,train,C,training,9034,98,1121145,1136787,1135146,1135210,65,push_into_drawer,sweep the object into the drawer,384,42eeabc36fb7682d5797efc33eab46c3d88e7591,65,1
13546,train,C,training,9038,96,1080673,1106002,1101326,1101362,37,unstack_block,take off the stacked block,384,1ecbeeac65f20f796ea4c9c6dcfc7264f28751e7,37,1
13547,train,C,training,9040,99,1136788,1165176,1159154,1159200,47,stack_block,put the block on top of another block,384,6bba7e40d37880fb9e232d6011e3cf202a7e246b,47,1
13548,train,C,training,9041,78,731815,750025,747121,747185,65,lift_blue_block_table,"grasp the blue block, then lift it up",384,4926663f02a945ebabd0299d368367a5a869695a,65,1
13549,train,C,training,9044,70,629310,630761,629670,629734,65,place_in_drawer,store the grasped object in the drawer,384,85763affcca5337fbcdacb403154e8506518c3d2,65,1
13550,train,C,training,9047,78,731815,750025,749908,749972,65,turn_on_lightbulb,slide up the switch,384,0558b741355903c8c0f0a77266a86976706e7028,65,1
13551,train,C,training,9051,91,981105,1010043,1002565,1002629,65,move_slider_left,push the door to the left,384,0efa2c1a0053e8a79dd8a8c2a28b8b7f4289bd36,65,1
13552,train,C,training,9058,100,1165177,1191338,1182209,1182273,65,lift_red_block_drawer,lift the red block lying in the drawer,384,ceb03d23189cf49cc95304b7127b1d9730a7d46d,65,1
13553,train,C,training,9064,68,604246,625757,609450,609514,65,move_slider_left,move the door to the left side,384,51a3efeec060bc3590b7714e95b38e22860c6177,65,1
13554,train,C,training,9069,68,604246,625757,606201,606265,65,lift_blue_block_drawer,grasp the blue block lying in the drawer,384,4bb6c997f7bea3ec1657d6a9a531c5e01776bb3b,65,1
13555,train,C,training,9072,98,1121145,1136787,1123255,1123319,65,move_slider_right,"grasp the door handle, then slide the door to the right",384,efb8b53c1f3ee275a5ffd1ed3260edca41cc41c6,65,1
13556,train,C,training,9080,89,915137,939385,926225,926289,65,open_drawer,pull the drawer,384,3e6f75e16c5cd4906b12863b9a5e6b7f95807933,65,1
13557,train,C,training,9081,90,939386,981104,942989,943030,42,place_in_drawer,go towards the drawer and store the object,384,41cbc15eed8ea9cfa4d0d2fef8a1d88e396c25d9,42,1
13558,train,C,training,9082,76,660683,695578,691597,691661,65,move_slider_right,slide the door all the way to the right,384,3e64e639dbcc754f2d926acb11109cb1500388d3,65,1
13559,train,C,training,9083,80,773256,803905,802938,803002,65,lift_pink_block_drawer,grasp the pink block from the drawer,384,3f32fa123cae56da78982e779ae426ef2b59e815,65,1
13560,train,C,training,9088,88,887646,915136,905002,905038,37,push_blue_block_right,slide the blue block towards the right,384,8feb19678f28a3ddd18b3d0e033516c97c226382,37,1
13561,train,C,training,9091,76,660683,695578,673252,673316,65,turn_off_lightbulb,slide down the switch,384,c3ca16c731660b91a8af212922dcb1cc0a5b7682,65,1
13562,train,C,training,9105,91,981105,1010043,984324,984388,65,lift_pink_block_table,pick up the pink block,384,eb27b1e2b2567c4b155fdc587afc7585cb66700c,65,1
13563,train,C,training,9108,88,887646,915136,893211,893275,65,move_slider_right,move the door all the way to the right,384,c29c18c3bc41ca0c7673589314bb1f6756457d79,65,1
13564,train,C,training,9110,83,845856,864485,853059,853123,65,close_drawer,close the drawer,384,9ee8dcfe2a4dbfd7ebf37a258858f5747042f1db,65,1
13565,train,C,training,9114,76,660683,695578,685823,685887,65,turn_on_led,push down the button to turn on the led,384,d9a34a1ed2c2714fe7058849d141d1e0329aeeef,65,1
13566,train,C,training,9117,94,1047233,1063618,1061005,1061041,37,unstack_block,remove the top block,384,820636760bbe4e6a25178cac2790da9a9d885756,37,1
13567,train,C,training,9118,80,773256,803905,779845,779909,65,lift_red_block_drawer,grasp the red block from the drawer,384,67bf30811d430ba6e8c5616a30f669744a0cf357,65,1
13568,train,C,training,9125,88,887646,915136,912767,912831,65,move_slider_right,"slide the door to the right, then let it go",384,c55c9bf7585ce686a91159ec47d2e956c8ed339a,65,1
13569,train,C,training,9126,92,1010044,1036178,1023046,1023081,36,place_in_drawer,place the grasped object in the drawer,384,307c87fbd8035964dc25aa66d2b5cc28a5ff5a6d,36,1
13570,train,C,training,9127,92,1010044,1036178,1023954,1024018,65,lift_pink_block_drawer,grasp the pink block lying in the drawer,384,18a8597e96b2f4d8835418433b991ea18a4bcef4,65,1
13571,train,C,training,9131,82,813684,845855,844610,844674,65,lift_blue_block_table,"grasp the blue block, then lift it up",384,4926663f02a945ebabd0299d368367a5a869695a,65,1
13572,train,C,training,9144,68,604246,625757,614037,614101,65,turn_off_led,turn off the green lamp,384,4c69df030f8bec00404dea7938501400f52d2235,65,1
13573,train,C,training,9148,68,604246,625757,624010,624074,65,close_drawer,close the cabinet drawer,384,f611fd0ca2a4dd355b8040e256fb8e8d1567bfc0,65,1
13574,train,C,training,9149,99,1136788,1165176,1146100,1146164,65,turn_off_lightbulb,turn off the yellow light,384,e3db69a952eb342853463d5cb49cac10131199b3,65,1
13575,train,C,training,9150,82,813684,845855,820899,820935,37,place_in_slider,put the object in the cabinet,384,e834cd10fef3efe4ef1445ac2e0bd9a365ead6ca,37,1
13576,train,C,training,9163,100,1165177,1191338,1188432,1188496,65,turn_on_led,push down the button to turn on the led,384,d9a34a1ed2c2714fe7058849d141d1e0329aeeef,65,1
13577,train,C,training,9172,82,813684,845855,832915,832979,65,lift_blue_block_slider,in the slider pick up the blue block,384,a48ed0822d9f3787c22ebf087df252dfac48c17a,65,1
13578,train,C,training,9181,99,1136788,1165176,1152613,1152677,65,push_into_drawer,slide the block into the drawer,384,b8dd0c86f33096de7277562b2e1860c3fb50923b,65,1
13579,train,C,training,9186,73,647546,656994,654898,654962,65,move_slider_left,move the door to the left,384,bc618c7bc1664980de3783a7dcde2ba2574a1c22,65,1
13580,train,C,training,9191,94,1047233,1063618,1054510,1054554,45,place_in_slider,place in slider,384,65dcd449d007c34f0bdae93270eb622bd491cbb7,45,1
13581,train,C,training,9193,77,695579,731814,712496,712560,65,move_slider_left,push the sliding door to the left,384,79b1d86b8c39b60c3b8c14adf95aae50f70b381a,65,1
13582,train,C,training,9198,77,695579,731814,711712,711753,42,turn_on_led,toggle the button to turn on the green light,384,30a49fd7433309cba05b6eeebdf43b2f826f62de,42,1
13583,train,C,training,9204,99,1136788,1165176,1144305,1144369,65,rotate_pink_block_left,take the pink block and turn it left,384,6d2b6c53ce6f339240401aaa80d9a57f74b9e4fc,65,1
13584,train,C,training,9206,91,981105,1010043,985941,986005,65,push_into_drawer,sweep the block into the drawer,384,f4aedb67519e045bb416f7434f0beaefb31181b6,65,1
13585,train,C,training,9213,90,939386,981104,942095,942159,65,close_drawer,close the drawer,384,9ee8dcfe2a4dbfd7ebf37a258858f5747042f1db,65,1
13586,train,C,training,9218,89,915137,939385,934119,934183,65,lift_pink_block_drawer,go towards the pink block in the drawer and grasp it,384,f94685ffd03e9677b8eee12e1fc15610abd45a60,65,1
13587,train,C,training,9221,82,813684,845855,829640,829704,65,close_drawer,close the cabinet drawer,384,f611fd0ca2a4dd355b8040e256fb8e8d1567bfc0,65,1
13588,train,C,training,9224,91,981105,1010043,1008372,1008436,65,lift_blue_block_table,grasp the blue block on the table and lift it up,384,27b25bb209015194841a5d35fffa864d37db1fc0,65,1
13589,train,C,training,9233,73,647546,656994,655997,656061,65,move_slider_left,slide the door to the left side,384,9567e2b2705501bdcd18c934f970ba63c81aedea,65,1
13590,train,C,training,9236,89,915137,939385,928074,928117,44,place_in_drawer,move to the drawer and place the object,384,5f01334c806b0ae2b07fa69a51e53f73f3337fdf,44,1
13591,train,C,training,9238,76,660683,695578,671239,671303,65,open_drawer,grasp the handle of the drawer and open it,384,cd60b925d1bf44d05015136ba593469d80318a70,65,1
13592,train,C,training,9249,68,604246,625757,614773,614837,65,open_drawer,open the cabinet drawer,384,c6d583bc5ff9778e4aa80e7d3d77741ce21e9310,65,1
13593,train,C,training,9256,76,660683,695578,689601,689635,35,lift_blue_block_table,lift the blue block up,384,ab0d37bc77fdeb7f9899a93d8c09b97740616c6a,35,1
13594,train,C,training,9258,67,598910,604245,599490,599554,65,move_slider_left,grasp the door handle and slide the door to the left,384,1718ca13cc58d3cb3c49d96b94e45fb3d5ec25ee,65,1
13595,train,C,training,9259,91,981105,1010043,984866,984914,49,rotate_red_block_right,rotate the red block to the right,384,8c999fe9e41c2d543a9c5474ce95c3d11e5135c2,49,1
13596,train,C,training,9263,83,845856,864485,863296,863360,65,turn_on_lightbulb,toggle the light switch to turn on the yellow light,384,1a9ca7a0ea1ea1c8969bfc1c4de799519ba836d9,65,1
13597,train,C,training,9265,90,939386,981104,978394,978458,65,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,65,1
13598,train,C,training,9268,98,1121145,1136787,1128478,1128542,65,place_in_drawer,store the object in the drawer,384,744c64bcf52682b37c21dd4ca5a9b29e9386dd65,65,1
13599,train,C,training,9270,79,750026,773255,750027,750091,65,turn_on_led,turn on the led lamp,384,e69973f626bf44e2fd07f574a16df1890b8a1924,65,1
13600,train,C,training,9271,68,604246,625757,618852,618889,38,turn_off_led,push the button to turn off the led,384,f82d7c45672b5a120ecf59e769c8a1968d9b521b,38,1
13601,train,C,training,9276,83,845856,864485,861022,861086,65,lift_red_block_table,lift the red block up,384,6700f72cdc738e47682851111361f79c71845202,65,1
13602,train,C,training,9277,92,1010044,1036178,1029091,1029155,65,turn_off_lightbulb,push the switch downwards,384,a5f8fa51b83593652900cd1d7f5813d471cbf8b1,65,1
13603,train,C,training,9279,93,1036179,1047232,1037493,1037557,65,turn_off_lightbulb,push the switch downwards,384,a5f8fa51b83593652900cd1d7f5813d471cbf8b1,65,1
13604,train,C,training,9282,95,1063619,1080672,1066877,1066941,65,push_into_drawer,push the object that it falls into the drawer,384,79acec8cd7f449a852d305e9955a108c90a39e44,65,1
13605,train,C,training,9286,99,1136788,1165176,1139622,1139686,65,lift_red_block_table,pick up the red block on the table,384,dd14d85b28cfc423ae3467bad7fb6c56a4e85843,65,1
13606,train,C,training,9290,92,1010044,1036178,1035705,1035769,65,push_red_block_right,push right the red block,384,130bdc6935a9f984652473b2780b33e154506734,65,1
13607,train,C,training,9302,92,1010044,1036178,1025843,1025907,65,move_slider_left,slide the door all the way to the left,384,8379b7b5b88afec907e57d603057a8f1fe402ac5,65,1
13608,train,C,training,9303,80,773256,803905,800631,800676,46,place_in_slider,put the object in the cabinet,384,e834cd10fef3efe4ef1445ac2e0bd9a365ead6ca,46,1
13609,train,C,training,9309,82,813684,845855,824767,824808,42,place_in_slider,put the grasped object in the cabinet,384,820007db64a86760e0cde9171dc01ded71816cc2,42,1
13610,train,C,training,9320,82,813684,845855,814365,814402,38,place_in_drawer,move to the drawer and store the object,384,3f9c7d2de5f6678dec20874426b936d125553c0b,38,1
13611,train,C,training,9321,89,915137,939385,920173,920237,65,move_slider_left,"grasp the door handle, then slide the door to the left",384,fcbb69e4e712211f1f5c969731d6ef80ff47ab83,65,1
13612,train,C,training,9323,88,887646,915136,911774,911838,65,lift_blue_block_drawer,lift the blue block in the drawer,384,fc7cf76a61cd240b52c978364a3557a610c60ce0,65,1
13613,train,C,training,9325,76,660683,695578,662942,663006,65,turn_off_led,push the button to turn off the led light,384,0a51fd0bce8e42a4b79b87f65297b0aad0e2b7dd,65,1
13614,train,C,training,9328,91,981105,1010043,998567,998631,65,push_red_block_left,slide the red block towards the left,384,f7d04e725fd5f0e38c23964446360fe22c689bb8,65,1
13615,train,C,training,9334,100,1165177,1191338,1170620,1170684,65,push_red_block_left,sweep the red block to the left,384,5709e27e0a7b4d1629d8d0d27c3694bee269d2c2,65,1
13616,train,C,training,9339,89,915137,939385,926648,926712,65,turn_on_lightbulb,toggle the light switch to turn on the yellow light,384,1a9ca7a0ea1ea1c8969bfc1c4de799519ba836d9,65,1
13617,train,C,training,9343,82,813684,845855,824196,824239,44,place_in_slider,place in slider,384,65dcd449d007c34f0bdae93270eb622bd491cbb7,44,1
13618,train,C,training,9347,83,845856,864485,855542,855606,65,move_slider_left,"slide the door to the left, then let it go",384,bab1358609b1079373dff2ee195f4ac419770faa,65,1
13619,train,C,training,9362,80,773256,803905,780599,780636,38,turn_on_led,turn on the led,384,a80b77480e121fccebd076307c117121e096551d,38,1
13620,train,C,training,9363,79,750026,773255,772982,773020,39,place_in_drawer,put the object in the drawer,384,9d67db126daf863b6c4e7a99b4a4a381738d4d9b,39,1
13621,train,C,training,9369,91,981105,1010043,988597,988661,65,lift_red_block_slider,in the slider pick up the red block,384,4209dcc2b898057b3bbee4e9de2cdb6b223a0cd6,65,1
13622,train,C,training,9373,97,1106003,1121144,1112860,1112924,65,turn_off_led,toggle the button to turn off the green light,384,1dc20383561f5be98abe87009287a8b6fdb1a4b0,65,1
13623,train,C,training,9375,82,813684,845855,834365,834407,43,stack_block,stack the block on top of another block,384,da417622ec099febd6230dc1384edf7f924e6044,43,1
13624,train,C,training,9377,98,1121145,1136787,1129496,1129560,65,stack_block,put the block on top of another block,384,6bba7e40d37880fb9e232d6011e3cf202a7e246b,65,1
13625,train,C,training,9382,80,773256,803905,779612,779676,65,open_drawer,go open the drawer,384,b98c81ce39d4d17fab4df3862030810e0a44c909,65,1
13626,train,C,training,9386,84,864486,868971,866660,866724,65,lift_red_block_drawer,lift the red block lying in the drawer,384,ceb03d23189cf49cc95304b7127b1d9730a7d46d,65,1
13627,train,C,training,9390,91,981105,1010043,1001773,1001837,65,lift_blue_block_slider,lift the blue block lying in the cabinet,384,bb6c59d46d7b9009395dce64251e8633298aa100,65,1
13628,train,C,training,9399,91,981105,1010043,990918,990982,65,move_slider_left,grasp the door handle and move the door to the left,384,fe7b006bc84ad9f47672a8877529f5cecb347efa,65,1
13629,train,C,training,9406,67,598910,604245,599487,599551,65,move_slider_left,grasp the door handle and slide the door to the left,384,1718ca13cc58d3cb3c49d96b94e45fb3d5ec25ee,65,1
13630,train,C,training,9409,86,869721,877390,870243,870307,65,push_into_drawer,sweep the object into the drawer,384,42eeabc36fb7682d5797efc33eab46c3d88e7591,65,1
13631,train,C,training,9412,92,1010044,1036178,1012407,1012471,65,lift_red_block_drawer,grasp the red block from the drawer,384,67bf30811d430ba6e8c5616a30f669744a0cf357,65,1
13632,train,C,training,9415,91,981105,1010043,1003695,1003759,65,turn_on_led,turn on the led,384,a80b77480e121fccebd076307c117121e096551d,65,1
13633,train,C,training,9419,81,803906,813683,810832,810896,65,turn_on_lightbulb,turn on the yellow lamp,384,384162bcaa274e621082d347d2562bac042441b9,65,1
13634,train,C,training,9420,95,1063619,1080672,1069376,1069440,65,turn_off_led,toggle the button to turn off the led light,384,20d8180bdd2748b30f163eb7f61dadba4527509a,65,1
13635,train,C,training,9423,92,1010044,1036178,1027358,1027422,65,rotate_pink_block_left,take the pink block and rotate it left,384,3258a8511db67bf1e336c7818a297d295aa6c711,65,1
13636,train,C,training,9425,92,1010044,1036178,1010859,1010923,65,move_slider_right,push the sliding door to the right,384,3f5a90459eab5877eb3e1d7333c6d6c1b83fe478,65,1
13637,train,C,training,9440,93,1036179,1047232,1037118,1037151,34,place_in_drawer,put the object in the drawer,384,9d67db126daf863b6c4e7a99b4a4a381738d4d9b,34,1
13638,train,C,training,9448,78,731815,750025,731949,732013,65,move_slider_left,"grasp the door handle, then move the door to the left",384,71f326451e14c878e8fda47605df8beafa2e95f3,65,1
13639,train,C,training,9450,68,604246,625757,607509,607573,65,turn_off_led,toggle the button to turn off the led,384,91a00439625e1e10a60ac0a2f4434a22e33fc39e,65,1
13640,train,C,training,9452,95,1063619,1080672,1071424,1071488,65,move_slider_left,slide the door all the way to the left,384,8379b7b5b88afec907e57d603057a8f1fe402ac5,65,1
13641,train,C,training,9453,91,981105,1010043,1000684,1000748,65,turn_off_led,push down the button to turn off the led,384,0c31283f4f51788c33066217caf4929ab2f9d583,65,1
13642,train,C,training,9454,77,695579,731814,711574,711618,45,lift_red_block_drawer,lift the red block in the drawer,384,a37d9d013577b9d5be8075cbaa98f26da84fac97,45,1
13643,train,C,training,9455,80,773256,803905,797524,797559,36,place_in_drawer,put the block in the drawer,384,ca657248b0be5cc8e78ed3873073fcf2281f5d36,36,1
13644,train,C,training,9458,93,1036179,1047232,1042413,1042477,65,close_drawer,grasp the handle of the drawer and close it,384,56b4fafc8666653a9b9e4139026674a714806b7a,65,1
13645,train,C,training,9463,88,887646,915136,908521,908585,65,lift_red_block_table,pick up the red block from the table,384,356aa67fe152c597b9fbcddb6e5d358ed9ad90fe,65,1
13646,train,C,training,9466,91,981105,1010043,981661,981725,65,move_slider_left,slide the door all the way to the left,384,8379b7b5b88afec907e57d603057a8f1fe402ac5,65,1
13647,train,C,training,9471,76,660683,695578,663202,663266,65,close_drawer,"grasp the drawer handle, then close it",384,03e92ca80b0a59107c2240c97ac0fe94d5d37455,65,1
13648,train,C,training,9473,99,1136788,1165176,1148678,1148724,47,stack_block,put the grasped block on top of a block,384,07062d7616c40f0709ccec93e1dd74f4e1d4a953,47,1
13649,train,C,training,9477,77,695579,731814,731306,731370,65,lift_pink_block_slider,in the slider pick up the pink block,384,6e2b9ea3dea7fa4b03cba28e8bbd85eab4537e4b,65,1
13650,train,C,training,9490,89,915137,939385,919263,919309,47,lift_blue_block_slider,in the slider pick up the blue block,384,a48ed0822d9f3787c22ebf087df252dfac48c17a,47,1
13651,train,C,training,9491,100,1165177,1191338,1187082,1187146,65,turn_off_led,toggle the button to turn off the led,384,91a00439625e1e10a60ac0a2f4434a22e33fc39e,65,1
13652,train,C,training,9493,99,1136788,1165176,1151267,1151331,65,open_drawer,"grasp the drawer handle, then open it",384,9cf49cbe1b390c87a45e60c5eb70064175c5bdba,65,1
13653,train,C,training,9495,96,1080673,1106002,1085234,1085298,65,rotate_red_block_left,"grasp the red block, then turn it left",384,e99ca4fc7f76293668a8aba6efacf6fe3b9942ec,65,1
13654,train,C,training,9496,93,1036179,1047232,1045532,1045596,65,turn_off_led,turn off the green lamp,384,4c69df030f8bec00404dea7938501400f52d2235,65,1
13655,train,C,training,9501,97,1106003,1121144,1119195,1119241,47,place_in_slider,put the object in the slider,384,e6a1150ce201a3d282475a3c698d5275eec5e57d,47,1
13656,train,C,training,9511,82,813684,845855,835024,835088,65,lift_pink_block_slider,lift the pink block lying in the sliding cabinet,384,b09d58b273cc22f5f50c086843dd25bed75bbfed,65,1
13657,train,C,training,9513,73,647546,656994,652808,652872,65,turn_on_led,push down the button to turn on the green light,384,821bdcd33a2c77f23ec81df5da963230d00a1071,65,1
13658,train,C,training,9516,77,695579,731814,730638,730702,65,move_slider_right,grasp the door handle and slide the door to the right,384,2a611a8fb5ad1401ba9546427e6f7bffec6fa4ba,65,1
13659,train,C,training,9517,68,604246,625757,614837,614901,65,lift_blue_block_slider,lift the blue block lying on the shelf,384,bc0ff0060a95e433fd0ff9e16223f1c7dfb11157,65,1
13660,train,C,training,9518,72,639911,647545,646885,646949,65,lift_pink_block_table,pick up the pink block,384,eb27b1e2b2567c4b155fdc587afc7585cb66700c,65,1
13661,train,C,training,9523,84,864486,868971,867872,867936,65,lift_pink_block_drawer,lift the pink block lying in the drawer,384,5b2d18de9334deea50cea1d06a8a0037e2c4c658,65,1
13662,train,C,training,9524,90,939386,981104,975116,975180,65,move_slider_left,push the door to the left,384,0efa2c1a0053e8a79dd8a8c2a28b8b7f4289bd36,65,1
13663,train,C,training,9526,91,981105,1010043,990577,990641,65,open_drawer,open the drawer,384,6d8036affe0fe40c92d4930906785533e1c2d9ea,65,1
13664,train,C,training,9527,68,604246,625757,620032,620073,42,turn_off_led,turn off the led,384,dc5f02e9c416e0b6396fc047a7ae3464c7bee74d,42,1
13665,train,C,training,9529,90,939386,981104,948881,948945,65,move_slider_right,push the door to the right,384,a11f55a50fcc92d831fded36951f1fbed69406c3,65,1
13666,train,C,training,9534,88,887646,915136,888747,888811,65,close_drawer,push the handle of the drawer,384,8045df0ab9d64f7ac73176c9398eba901d35dd61,65,1
13667,train,C,training,9535,100,1165177,1191338,1170622,1170686,65,push_red_block_left,push the red block towards the left,384,29023fd16fdfda1fd26b308e8f3ff42668ebcd95,65,1
13668,train,C,training,9536,97,1106003,1121144,1106194,1106258,65,turn_on_led,turn on the green lamp,384,531d1a1d43cdb333d69429cf7756e685b00f9517,65,1
13669,train,C,training,9538,100,1165177,1191338,1168909,1168973,65,move_slider_right,grasp the door handle and slide the door to the right,384,2a611a8fb5ad1401ba9546427e6f7bffec6fa4ba,65,1
