environment,run_index,gripper_state,state_value,run_length_frames
B,10289,close,-1.0,40
B,10290,open,1.0,47
B,10291,close,-1.0,47
B,10292,open,1.0,25
B,10293,close,-1.0,50
B,10294,open,1.0,52
B,10295,close,-1.0,31
B,10296,open,1.0,47
B,10297,close,-1.0,38
B,10298,open,1.0,46
B,10299,close,-1.0,47
B,10300,open,1.0,54
B,10301,close,-1.0,58
B,10302,open,1.0,37
B,10303,close,-1.0,36
B,10304,open,1.0,79
B,10305,close,-1.0,31
B,10306,open,1.0,81
B,10307,close,-1.0,39
B,10308,open,1.0,32
B,10309,close,-1.0,33
B,10310,open,1.0,37
B,10311,close,-1.0,23
B,10312,open,1.0,57
B,10313,close,-1.0,37
B,10314,open,1.0,35
B,10315,close,-1.0,42
B,10316,open,1.0,49
B,10317,close,-1.0,53
B,10318,open,1.0,35
B,10319,close,-1.0,32
B,10320,open,1.0,37
B,10321,close,-1.0,35
B,10322,open,1.0,58
B,10323,close,-1.0,38
B,10324,open,1.0,62
B,10325,close,-1.0,37
B,10326,open,1.0,54
B,10327,close,-1.0,25
B,10328,open,1.0,24
B,10329,close,-1.0,42
B,10330,open,1.0,24
B,10331,close,-1.0,20
B,10332,open,1.0,36
B,10333,close,-1.0,41
B,10334,open,1.0,46
B,10335,close,-1.0,32
B,10336,open,1.0,140
B,10337,close,-1.0,35
B,10338,open,1.0,60
B,10339,close,-1.0,40
B,10340,open,1.0,47
B,10341,close,-1.0,35
B,10342,open,1.0,44
B,10343,close,-1.0,26
B,10344,open,1.0,66
B,10345,close,-1.0,42
B,10346,open,1.0,51
B,10347,close,-1.0,35
B,10348,open,1.0,63
B,10349,close,-1.0,42
B,10350,open,1.0,34
B,10351,close,-1.0,38
B,10352,open,1.0,65
B,10353,close,-1.0,31
B,10354,open,1.0,53
B,10355,close,-1.0,32
B,10356,open,1.0,34
B,10357,close,-1.0,34
B,10358,open,1.0,42
B,10359,close,-1.0,52
B,10360,open,1.0,54
B,10361,close,-1.0,22
B,10362,open,1.0,48
B,10363,close,-1.0,33
B,10364,open,1.0,47
B,10365,close,-1.0,34
B,10366,open,1.0,45
B,10367,close,-1.0,30
B,10368,open,1.0,49
B,10369,close,-1.0,48
B,10370,open,1.0,51
B,10371,close,-1.0,78
B,10372,open,1.0,69
B,10373,close,-1.0,76
B,10374,open,1.0,90
B,10375,close,-1.0,41
B,10376,open,1.0,62
B,10377,close,-1.0,35
B,10378,open,1.0,37
B,10379,close,-1.0,48
B,10380,open,1.0,58
B,10381,close,-1.0,22
B,10382,open,1.0,18
B,10383,close,-1.0,19
B,10384,open,1.0,89
B,10385,close,-1.0,53
B,10386,open,1.0,22
B,10387,close,-1.0,70
B,10388,open,1.0,30
B,10389,close,-1.0,32
B,10390,open,1.0,55
B,10391,close,-1.0,20
B,10392,open,1.0,44
B,10393,close,-1.0,32
B,10394,open,1.0,66
B,10395,close,-1.0,30
B,10396,open,1.0,50
B,10397,close,-1.0,29
B,10398,open,1.0,46
B,10399,close,-1.0,37
B,10400,open,1.0,40
B,10401,close,-1.0,33
B,10402,open,1.0,32
B,10403,close,-1.0,35
B,10404,open,1.0,34
B,10405,close,-1.0,34
B,10406,open,1.0,27
B,10407,close,-1.0,27
B,10408,open,1.0,42
B,10409,close,-1.0,39
B,10410,open,1.0,37
B,10411,close,-1.0,48
B,10412,open,1.0,29
B,10413,close,-1.0,22
B,10414,open,1.0,31
B,10415,close,-1.0,47
B,10416,open,1.0,41
B,10417,close,-1.0,23
B,10418,open,1.0,27
B,10419,close,-1.0,38
B,10420,open,1.0,46
B,10421,close,-1.0,39
B,10422,open,1.0,41
B,10423,close,-1.0,21
B,10424,open,1.0,49
B,10425,close,-1.0,39
B,10426,open,1.0,46
B,10427,close,-1.0,38
B,10428,open,1.0,32
B,10429,close,-1.0,20
B,10430,open,1.0,60
B,10431,close,-1.0,28
B,10432,open,1.0,94
B,10433,close,-1.0,31
B,10434,open,1.0,36
B,10435,close,-1.0,48
B,10436,open,1.0,44
B,10437,close,-1.0,31
B,10438,open,1.0,34
B,10439,close,-1.0,30
B,10440,open,1.0,47
B,10441,close,-1.0,50
B,10442,open,1.0,28
B,10443,close,-1.0,38
B,10444,open,1.0,40
B,10445,close,-1.0,39
B,10446,open,1.0,34
B,10447,close,-1.0,43
B,10448,open,1.0,27
B,10449,close,-1.0,46
B,10450,open,1.0,23
B,10451,close,-1.0,32
B,10452,open,1.0,47
B,10453,close,-1.0,47
B,10454,open,1.0,39
B,10455,close,-1.0,40
B,10456,open,1.0,45
B,10457,close,-1.0,40
B,10458,open,1.0,20
B,10459,close,-1.0,22
B,10460,open,1.0,63
B,10461,close,-1.0,26
B,10462,open,1.0,48
B,10463,close,-1.0,26
B,10464,open,1.0,44
B,10465,close,-1.0,42
B,10466,open,1.0,35
B,10467,close,-1.0,53
B,10468,open,1.0,52
B,10469,close,-1.0,38
B,10470,open,1.0,45
B,10471,close,-1.0,39
B,10472,open,1.0,43
B,10473,close,-1.0,53
B,10474,open,1.0,27
B,10475,close,-1.0,27
B,10476,open,1.0,26
B,10477,close,-1.0,39
B,10478,open,1.0,17
B,10479,close,-1.0,30
B,10480,open,1.0,25
B,10481,close,-1.0,42
B,10482,open,1.0,34
B,10483,close,-1.0,42
B,10484,open,1.0,25
B,10485,close,-1.0,30
B,10486,open,1.0,39
B,10487,close,-1.0,32
B,10488,open,1.0,66
B,10489,close,-1.0,33
B,10490,open,1.0,36
B,10491,close,-1.0,38
B,10492,open,1.0,30
B,10493,close,-1.0,36
B,10494,open,1.0,35
B,10495,close,-1.0,37
B,10496,open,1.0,47
B,10497,close,-1.0,27
B,10498,open,1.0,51
B,10499,close,-1.0,28
B,10500,open,1.0,31
B,10501,close,-1.0,29
B,10502,open,1.0,18
B,10503,close,-1.0,25
B,10504,open,1.0,53
B,10505,close,-1.0,33
B,10506,open,1.0,37
B,10507,close,-1.0,44
B,10508,open,1.0,27
B,10509,close,-1.0,36
B,10510,open,1.0,36
B,10511,close,-1.0,50
B,10512,open,1.0,32
B,10513,close,-1.0,31
B,10514,open,1.0,28
B,10515,close,-1.0,23
B,10516,open,1.0,47
B,10517,close,-1.0,37
B,10518,open,1.0,161
B,10519,close,-1.0,14
B,10520,open,1.0,60
B,10521,close,-1.0,29
B,10522,open,1.0,48
B,10523,close,-1.0,40
B,10524,open,1.0,49
B,10525,close,-1.0,29
B,10526,open,1.0,40
B,10527,close,-1.0,25
B,10528,open,1.0,16
B,10529,close,-1.0,44
B,10530,open,1.0,27
B,10531,close,-1.0,31
B,10532,open,1.0,33
B,10533,close,-1.0,37
B,10534,open,1.0,42
B,10535,close,-1.0,33
B,10536,open,1.0,56
B,10537,close,-1.0,43
B,10538,open,1.0,34
B,10539,close,-1.0,45
B,10540,open,1.0,50
B,10541,close,-1.0,34
B,10542,open,1.0,43
B,10543,close,-1.0,24
B,10544,open,1.0,48
B,10545,close,-1.0,40
B,10546,open,1.0,91
B,10547,close,-1.0,34
B,10548,open,1.0,84
B,10549,close,-1.0,38
B,10550,open,1.0,32
B,10551,close,-1.0,20
B,10552,open,1.0,52
B,10553,close,-1.0,33
B,10554,open,1.0,55
B,10555,close,-1.0,36
B,10556,open,1.0,47
B,10557,close,-1.0,28
B,10558,open,1.0,51
B,10559,close,-1.0,41
B,10560,open,1.0,27
B,10561,close,-1.0,36
B,10562,open,1.0,31
B,10563,close,-1.0,34
B,10564,open,1.0,36
B,10565,close,-1.0,26
B,10566,open,1.0,21
B,10567,close,-1.0,33
B,10568,open,1.0,37
B,10569,close,-1.0,36
B,10570,open,1.0,35
B,10571,close,-1.0,24
B,10572,open,1.0,44
B,10573,close,-1.0,44
B,10574,open,1.0,54
B,10575,close,-1.0,42
B,10576,open,1.0,30
B,10577,close,-1.0,21
B,10578,open,1.0,48
B,10579,close,-1.0,36
B,10580,open,1.0,54
B,10581,close,-1.0,27
B,10582,open,1.0,69
B,10583,close,-1.0,41
B,10584,open,1.0,59
B,10585,close,-1.0,28
B,10586,open,1.0,21
B,10587,close,-1.0,20
B,10588,open,1.0,49
B,10589,close,-1.0,33
B,10590,open,1.0,36
B,10591,close,-1.0,42
B,10592,open,1.0,55
B,10593,close,-1.0,35
B,10594,open,1.0,50
B,10595,close,-1.0,35
B,10596,open,1.0,114
B,10597,close,-1.0,37
B,10598,open,1.0,30
B,10599,close,-1.0,24
B,10600,open,1.0,22
B,10601,close,-1.0,47
B,10602,open,1.0,24
B,10603,close,-1.0,65
B,10604,open,1.0,20
B,10605,close,-1.0,52
B,10606,open,1.0,39
B,10607,close,-1.0,53
B,10608,open,1.0,36
B,10609,close,-1.0,60
B,10610,open,1.0,14
B,10611,close,-1.0,49
B,10612,open,1.0,40
B,10613,close,-1.0,42
B,10614,open,1.0,65
B,10615,close,-1.0,30
B,10616,open,1.0,46
B,10617,close,-1.0,35
B,10618,open,1.0,46
B,10619,close,-1.0,38
B,10620,open,1.0,34
B,10621,close,-1.0,22
B,10622,open,1.0,66
B,10623,close,-1.0,33
B,10624,open,1.0,32
B,10625,close,-1.0,35
B,10626,open,1.0,47
B,10627,close,-1.0,34
B,10628,open,1.0,66
B,10629,close,-1.0,31
B,10630,open,1.0,82
B,10631,close,-1.0,41
B,10632,open,1.0,48
B,10633,close,-1.0,33
B,10634,open,1.0,46
B,10635,close,-1.0,32
B,10636,open,1.0,47
B,10637,close,-1.0,30
B,10638,open,1.0,37
B,10639,close,-1.0,27
B,10640,open,1.0,32
B,10641,close,-1.0,76
B,10642,open,1.0,44
B,10643,close,-1.0,36
B,10644,open,1.0,28
B,10645,close,-1.0,45
B,10646,open,1.0,63
B,10647,close,-1.0,39
B,10648,open,1.0,30
B,10649,close,-1.0,41
B,10650,open,1.0,47
B,10651,close,-1.0,53
B,10652,open,1.0,91
B,10653,close,-1.0,33
B,10654,open,1.0,46
B,10655,close,-1.0,35
B,10656,open,1.0,39
B,10657,close,-1.0,47
B,10658,open,1.0,61
B,10659,close,-1.0,36
B,10660,open,1.0,57
B,10661,close,-1.0,34
B,10662,open,1.0,40
B,10663,close,-1.0,23
B,10664,open,1.0,33
B,10665,close,-1.0,46
B,10666,open,1.0,72
B,10667,close,-1.0,32
B,10668,open,1.0,35
B,10669,close,-1.0,50
B,10670,open,1.0,31
B,10671,close,-1.0,35
B,10672,open,1.0,47
B,10673,close,-1.0,37
B,10674,open,1.0,34
B,10675,close,-1.0,38
B,10676,open,1.0,71
B,10677,close,-1.0,36
B,10678,open,1.0,67
B,10679,close,-1.0,42
B,10680,open,1.0,66
B,10681,close,-1.0,28
B,10682,open,1.0,31
B,10683,close,-1.0,45
B,10684,open,1.0,35
B,10685,close,-1.0,42
B,10686,open,1.0,45
B,10687,close,-1.0,52
B,10688,open,1.0,31
B,10689,close,-1.0,18
B,10690,open,1.0,42
B,10691,close,-1.0,22
B,10692,open,1.0,51
B,10693,close,-1.0,34
B,10694,open,1.0,24
B,10695,close,-1.0,23
B,10696,open,1.0,45
B,10697,close,-1.0,46
B,10698,open,1.0,43
B,10699,close,-1.0,26
B,10700,open,1.0,54
B,10701,close,-1.0,28
B,10702,open,1.0,54
B,10703,close,-1.0,41
B,10704,open,1.0,71
B,10705,close,-1.0,32
B,10706,open,1.0,64
B,10707,close,-1.0,36
B,10708,open,1.0,37
B,10709,close,-1.0,28
B,10710,open,1.0,43
B,10711,close,-1.0,52
B,10712,open,1.0,44
B,10713,close,-1.0,39
B,10714,open,1.0,39
B,10715,close,-1.0,42
B,10716,open,1.0,62
B,10717,close,-1.0,25
B,10718,open,1.0,55
B,10719,close,-1.0,35
B,10720,open,1.0,30
B,10721,close,-1.0,20
B,10722,open,1.0,57
B,10723,close,-1.0,26
B,10724,open,1.0,62
B,10725,close,-1.0,36
B,10726,open,1.0,47
B,10727,close,-1.0,36
B,10728,open,1.0,30
B,10729,close,-1.0,35
B,10730,open,1.0,35
B,10731,close,-1.0,36
B,10732,open,1.0,34
B,10733,close,-1.0,43
B,10734,open,1.0,32
B,10735,close,-1.0,21
B,10736,open,1.0,27
B,10737,close,-1.0,24
B,10738,open,1.0,51
B,10739,close,-1.0,24
B,10740,open,1.0,46
B,10741,close,-1.0,43
B,10742,open,1.0,32
B,10743,close,-1.0,35
B,10744,open,1.0,35
B,10745,close,-1.0,38
B,10746,open,1.0,37
B,10747,close,-1.0,42
B,10748,open,1.0,45
B,10749,close,-1.0,28
B,10750,open,1.0,47
B,10751,close,-1.0,27
B,10752,open,1.0,55
B,10753,close,-1.0,31
B,10754,open,1.0,42
B,10755,close,-1.0,21
B,10756,open,1.0,44
B,10757,close,-1.0,33
B,10758,open,1.0,62
B,10759,close,-1.0,48
B,10760,open,1.0,26
B,10761,close,-1.0,33
B,10762,open,1.0,25
B,10763,close,-1.0,33
B,10764,open,1.0,45
B,10765,close,-1.0,38
B,10766,open,1.0,25
B,10767,close,-1.0,30
B,10768,open,1.0,19
B,10769,close,-1.0,20
B,10770,open,1.0,28
B,10771,close,-1.0,33
B,10772,open,1.0,39
B,10773,close,-1.0,37
B,10774,open,1.0,48
B,10775,close,-1.0,40
B,10776,open,1.0,48
B,10777,close,-1.0,34
B,10778,open,1.0,53
B,10779,close,-1.0,35
B,10780,open,1.0,69
B,10781,close,-1.0,37
B,10782,open,1.0,38
B,10783,close,-1.0,25
B,10784,open,1.0,38
B,10785,close,-1.0,19
B,10786,open,1.0,45
B,10787,close,-1.0,26
B,10788,open,1.0,60
B,10789,close,-1.0,32
B,10790,open,1.0,34
B,10791,close,-1.0,40
B,10792,open,1.0,44
B,10793,close,-1.0,53
B,10794,open,1.0,39
B,10795,close,-1.0,22
B,10796,open,1.0,21
B,10797,close,-1.0,34
B,10798,open,1.0,40
B,10799,close,-1.0,38
B,10800,open,1.0,27
B,10801,close,-1.0,36
B,10802,open,1.0,33
B,10803,close,-1.0,23
B,10804,open,1.0,31
B,10805,close,-1.0,28
B,10806,open,1.0,15
B,10807,close,-1.0,57
B,10808,open,1.0,32
B,10809,close,-1.0,32
B,10810,open,1.0,56
B,10811,close,-1.0,30
B,10812,open,1.0,54
B,10813,close,-1.0,29
B,10814,open,1.0,73
B,10815,close,-1.0,41
B,10816,open,1.0,29
B,10817,close,-1.0,33
B,10818,open,1.0,43
B,10819,close,-1.0,41
B,10820,open,1.0,70
B,10821,close,-1.0,59
B,10822,open,1.0,44
B,10823,close,-1.0,41
B,10824,open,1.0,42
B,10825,close,-1.0,39
B,10826,open,1.0,36
B,10827,close,-1.0,34
B,10828,open,1.0,39
B,10829,close,-1.0,30
B,10830,open,1.0,73
B,10831,close,-1.0,33
B,10832,open,1.0,65
B,10833,close,-1.0,23
B,10834,open,1.0,42
B,10835,close,-1.0,39
B,10836,open,1.0,50
B,10837,close,-1.0,36
B,10838,open,1.0,72
B,10839,close,-1.0,35
B,10840,open,1.0,38
B,10841,close,-1.0,32
B,10842,open,1.0,39
B,10843,close,-1.0,34
B,10844,open,1.0,40
B,10845,close,-1.0,38
B,10846,open,1.0,38
B,10847,close,-1.0,40
B,10848,open,1.0,23
B,10849,close,-1.0,40
B,10850,open,1.0,31
B,10851,close,-1.0,48
B,10852,open,1.0,21
B,10853,close,-1.0,44
B,10854,open,1.0,38
B,10855,close,-1.0,34
B,10856,open,1.0,24
B,10857,close,-1.0,52
B,10858,open,1.0,42
B,10859,close,-1.0,51
B,10860,open,1.0,60
B,10861,close,-1.0,62
B,10862,open,1.0,64
B,10863,close,-1.0,64
B,10864,open,1.0,57
B,10865,close,-1.0,74
B,10866,open,1.0,28
B,10867,close,-1.0,88
B,10868,open,1.0,40
B,10869,close,-1.0,47
B,10870,open,1.0,29
B,10871,close,-1.0,31
B,10872,open,1.0,47
B,10873,close,-1.0,34
B,10874,open,1.0,25
B,10875,close,-1.0,39
B,10876,open,1.0,30
B,10877,close,-1.0,35
B,10878,open,1.0,43
B,10879,close,-1.0,34
B,10880,open,1.0,36
B,10881,close,-1.0,24
B,10882,open,1.0,34
B,10883,close,-1.0,37
B,10884,open,1.0,41
B,10885,close,-1.0,35
B,10886,open,1.0,36
B,10887,close,-1.0,35
B,10888,open,1.0,19
B,10889,close,-1.0,31
B,10890,open,1.0,17
B,10891,close,-1.0,30
B,10892,open,1.0,49
B,10893,close,-1.0,40
B,10894,open,1.0,37
B,10895,close,-1.0,40
B,10896,open,1.0,38
B,10897,close,-1.0,43
B,10898,open,1.0,37
B,10899,close,-1.0,40
B,10900,open,1.0,20
B,10901,close,-1.0,40
B,10902,open,1.0,50
B,10903,close,-1.0,37
B,10904,open,1.0,58
B,10905,close,-1.0,32
B,10906,open,1.0,40
B,10907,close,-1.0,20
B,10908,open,1.0,22
B,10909,close,-1.0,29
B,10910,open,1.0,15
B,10911,close,-1.0,25
B,10912,open,1.0,54
B,10913,close,-1.0,55
B,10914,open,1.0,23
B,10915,close,-1.0,60
B,10916,open,1.0,50
B,10917,close,-1.0,35
B,10918,open,1.0,38
B,10919,close,-1.0,38
B,10920,open,1.0,42
B,10921,close,-1.0,47
B,10922,open,1.0,52
B,10923,close,-1.0,46
B,10924,open,1.0,38
B,10925,close,-1.0,27
B,10926,open,1.0,43
B,10927,close,-1.0,34
B,10928,open,1.0,29
B,10929,close,-1.0,29
B,10930,open,1.0,31
B,10931,close,-1.0,46
B,10932,open,1.0,18
B,10933,close,-1.0,39
B,10934,open,1.0,34
B,10935,close,-1.0,37
B,10936,open,1.0,15
B,10937,close,-1.0,29
B,10938,open,1.0,40
B,10939,close,-1.0,37
B,10940,open,1.0,50
B,10941,close,-1.0,39
B,10942,open,1.0,35
B,10943,close,-1.0,21
B,10944,open,1.0,59
B,10945,close,-1.0,32
B,10946,open,1.0,54
B,10947,close,-1.0,34
B,10948,open,1.0,41
B,10949,close,-1.0,23
B,10950,open,1.0,20
B,10951,close,-1.0,52
B,10952,open,1.0,24
B,10953,close,-1.0,36
B,10954,open,1.0,40
B,10955,close,-1.0,38
B,10956,open,1.0,65
B,10957,close,-1.0,37
B,10958,open,1.0,67
B,10959,close,-1.0,37
B,10960,open,1.0,44
B,10961,close,-1.0,37
B,10962,open,1.0,23
B,10963,close,-1.0,27
B,10964,open,1.0,25
B,10965,close,-1.0,46
B,10966,open,1.0,69
B,10967,close,-1.0,41
B,10968,open,1.0,44
B,10969,close,-1.0,41
B,10970,open,1.0,47
B,10971,close,-1.0,33
B,10972,open,1.0,47
B,10973,close,-1.0,35
B,10974,open,1.0,49
B,10975,close,-1.0,39
B,10976,open,1.0,73
B,10977,close,-1.0,38
B,10978,open,1.0,69
B,10979,close,-1.0,57
B,10980,open,1.0,51
B,10981,close,-1.0,45
B,10982,open,1.0,46
B,10983,close,-1.0,32
B,10984,open,1.0,65
B,10985,close,-1.0,47
B,10986,open,1.0,12
B,10987,close,-1.0,47
B,10988,open,1.0,16
B,10989,close,-1.0,41
B,10990,open,1.0,75
B,10991,close,-1.0,73
B,10992,open,1.0,53
B,10993,close,-1.0,42
B,10994,open,1.0,51
B,10995,close,-1.0,35
B,10996,open,1.0,16
B,10997,close,-1.0,41
B,10998,open,1.0,33
B,10999,close,-1.0,34
B,11000,open,1.0,12
B,11001,close,-1.0,34
B,11002,open,1.0,47
B,11003,close,-1.0,35
B,11004,open,1.0,12
B,11005,close,-1.0,48
B,11006,open,1.0,19
B,11007,close,-1.0,29
B,11008,open,1.0,14
B,11009,close,-1.0,34
B,11010,open,1.0,34
B,11011,close,-1.0,38
B,11012,open,1.0,29
B,11013,close,-1.0,31
B,11014,open,1.0,24
B,11015,close,-1.0,36
B,11016,open,1.0,32
B,11017,close,-1.0,31
B,11018,open,1.0,14
B,11019,close,-1.0,39
B,11020,open,1.0,8
B,11021,close,-1.0,20
B,11022,open,1.0,33
B,11023,close,-1.0,25
B,11024,open,1.0,13
B,11025,close,-1.0,39
B,11026,open,1.0,34
B,11027,close,-1.0,25
B,11028,open,1.0,10
B,11029,close,-1.0,32
B,11030,open,1.0,18
B,11031,close,-1.0,33
B,11032,open,1.0,22
B,11033,close,-1.0,28
B,11034,open,1.0,38
B,11035,close,-1.0,44
B,11036,open,1.0,32
B,11037,close,-1.0,46
B,11038,open,1.0,39
B,11039,close,-1.0,35
B,11040,open,1.0,38
B,11041,close,-1.0,43
B,11042,open,1.0,32
B,11043,close,-1.0,31
B,11044,open,1.0,16
B,11045,close,-1.0,32
B,11046,open,1.0,26
B,11047,close,-1.0,35
B,11048,open,1.0,40
B,11049,close,-1.0,44
B,11050,open,1.0,34
B,11051,close,-1.0,65
B,11052,open,1.0,25
B,11053,close,-1.0,35
B,11054,open,1.0,36
B,11055,close,-1.0,48
B,11056,open,1.0,32
B,11057,close,-1.0,48
B,11058,open,1.0,56
B,11059,close,-1.0,32
B,11060,open,1.0,41
B,11061,close,-1.0,32
B,11062,open,1.0,39
B,11063,close,-1.0,37
B,11064,open,1.0,41
B,11065,close,-1.0,36
B,11066,open,1.0,44
B,11067,close,-1.0,26
B,11068,open,1.0,23
B,11069,close,-1.0,34
B,11070,open,1.0,48
B,11071,close,-1.0,26
B,11072,open,1.0,33
B,11073,close,-1.0,42
B,11074,open,1.0,19
B,11075,close,-1.0,49
B,11076,open,1.0,16
B,11077,close,-1.0,22
B,11078,open,1.0,30
B,11079,close,-1.0,30
B,11080,open,1.0,40
B,11081,close,-1.0,28
B,11082,open,1.0,27
B,11083,close,-1.0,35
B,11084,open,1.0,43
B,11085,close,-1.0,33
B,11086,open,1.0,31
B,11087,close,-1.0,38
B,11088,open,1.0,34
B,11089,close,-1.0,34
B,11090,open,1.0,45
B,11091,close,-1.0,40
B,11092,open,1.0,13
B,11093,close,-1.0,40
B,11094,open,1.0,36
B,11095,close,-1.0,40
B,11096,open,1.0,47
B,11097,close,-1.0,36
B,11098,open,1.0,16
B,11099,close,-1.0,63
B,11100,open,1.0,21
B,11101,close,-1.0,32
B,11102,open,1.0,25
B,11103,close,-1.0,31
B,11104,open,1.0,47
B,11105,close,-1.0,26
B,11106,open,1.0,34
B,11107,close,-1.0,27
B,11108,open,1.0,38
B,11109,close,-1.0,32
B,11110,open,1.0,36
B,11111,close,-1.0,55
B,11112,open,1.0,34
B,11113,close,-1.0,33
B,11114,open,1.0,54
B,11115,close,-1.0,29
B,11116,open,1.0,48
B,11117,close,-1.0,27
B,11118,open,1.0,61
B,11119,close,-1.0,44
B,11120,open,1.0,37
B,11121,close,-1.0,32
B,11122,open,1.0,35
B,11123,close,-1.0,33
B,11124,open,1.0,44
B,11125,close,-1.0,31
B,11126,open,1.0,53
B,11127,close,-1.0,33
B,11128,open,1.0,31
B,11129,close,-1.0,49
B,11130,open,1.0,37
B,11131,close,-1.0,31
B,11132,open,1.0,24
B,11133,close,-1.0,20
B,11134,open,1.0,32
B,11135,close,-1.0,56
B,11136,open,1.0,24
B,11137,close,-1.0,33
B,11138,open,1.0,44
B,11139,close,-1.0,24
B,11140,open,1.0,39
B,11141,close,-1.0,20
B,11142,open,1.0,39
B,11143,close,-1.0,20
B,11144,open,1.0,39
B,11145,close,-1.0,37
B,11146,open,1.0,38
B,11147,close,-1.0,69
B,11148,open,1.0,44
B,11149,close,-1.0,35
B,11150,open,1.0,14
B,11151,close,-1.0,31
B,11152,open,1.0,18
B,11153,close,-1.0,31
B,11154,open,1.0,23
B,11155,close,-1.0,33
B,11156,open,1.0,54
B,11157,close,-1.0,28
B,11158,open,1.0,37
B,11159,close,-1.0,32
B,11160,open,1.0,7
B,11161,close,-1.0,37
B,11162,open,1.0,46
B,11163,close,-1.0,33
B,11164,open,1.0,41
B,11165,close,-1.0,37
B,11166,open,1.0,30
B,11167,close,-1.0,33
B,11168,open,1.0,37
B,11169,close,-1.0,28
B,11170,open,1.0,38
B,11171,close,-1.0,39
B,11172,open,1.0,39
B,11173,close,-1.0,35
B,11174,open,1.0,34
B,11175,close,-1.0,26
B,11176,open,1.0,31
B,11177,close,-1.0,58
B,11178,open,1.0,40
B,11179,close,-1.0,47
B,11180,open,1.0,48
B,11181,close,-1.0,20
B,11182,open,1.0,57
B,11183,close,-1.0,23
B,11184,open,1.0,31
B,11185,close,-1.0,49
B,11186,open,1.0,54
B,11187,close,-1.0,38
B,11188,open,1.0,41
B,11189,close,-1.0,32
B,11190,open,1.0,47
B,11191,close,-1.0,44
B,11192,open,1.0,45
B,11193,close,-1.0,57
B,11194,open,1.0,34
B,11195,close,-1.0,35
B,11196,open,1.0,31
B,11197,close,-1.0,16
B,11198,open,1.0,36
B,11199,close,-1.0,28
B,11200,open,1.0,51
B,11201,close,-1.0,29
B,11202,open,1.0,33
B,11203,close,-1.0,29
B,11204,open,1.0,45
B,11205,close,-1.0,38
B,11206,open,1.0,79
B,11207,close,-1.0,26
B,11208,open,1.0,37
B,11209,close,-1.0,34
B,11210,open,1.0,45
B,11211,close,-1.0,26
B,11212,open,1.0,45
B,11213,close,-1.0,31
B,11214,open,1.0,47
B,11215,close,-1.0,33
B,11216,open,1.0,31
B,11217,close,-1.0,33
B,11218,open,1.0,79
B,11219,close,-1.0,59
B,11220,open,1.0,27
B,11221,close,-1.0,34
B,11222,open,1.0,24
B,11223,close,-1.0,52
B,11224,open,1.0,46
B,11225,close,-1.0,32
B,11226,open,1.0,13
B,11227,close,-1.0,25
B,11228,open,1.0,57
B,11229,close,-1.0,38
B,11230,open,1.0,54
B,11231,close,-1.0,59
B,11232,open,1.0,35
B,11233,close,-1.0,46
B,11234,open,1.0,53
B,11235,close,-1.0,34
B,11236,open,1.0,16
B,11237,close,-1.0,30
B,11238,open,1.0,59
B,11239,close,-1.0,46
B,11240,open,1.0,53
B,11241,close,-1.0,40
B,11242,open,1.0,27
B,11243,close,-1.0,34
B,11244,open,1.0,67
B,11245,close,-1.0,42
B,11246,open,1.0,43
B,11247,close,-1.0,38
B,11248,open,1.0,40
B,11249,close,-1.0,42
B,11250,open,1.0,38
B,11251,close,-1.0,25
B,11252,open,1.0,53
B,11253,close,-1.0,21
B,11254,open,1.0,42
B,11255,close,-1.0,29
B,11256,open,1.0,28
B,11257,close,-1.0,49
B,11258,open,1.0,41
B,11259,close,-1.0,30
B,11260,open,1.0,33
B,11261,close,-1.0,47
B,11262,open,1.0,34
B,11263,close,-1.0,38
B,11264,open,1.0,59
B,11265,close,-1.0,35
B,11266,open,1.0,47
B,11267,close,-1.0,34
B,11268,open,1.0,48
B,11269,close,-1.0,49
B,11270,open,1.0,54
B,11271,close,-1.0,35
B,11272,open,1.0,21
B,11273,close,-1.0,25
B,11274,open,1.0,72
B,11275,close,-1.0,28
B,11276,open,1.0,79
B,11277,close,-1.0,28
B,11278,open,1.0,41
B,11279,close,-1.0,31
B,11280,open,1.0,42
B,11281,close,-1.0,31
B,11282,open,1.0,48
B,11283,close,-1.0,33
B,11284,open,1.0,30
B,11285,close,-1.0,63
B,11286,open,1.0,69
B,11287,close,-1.0,29
B,11288,open,1.0,42
B,11289,close,-1.0,38
B,11290,open,1.0,53
B,11291,close,-1.0,43
B,11292,open,1.0,13
B,11293,close,-1.0,67
B,11294,open,1.0,21
B,11295,close,-1.0,61
B,11296,open,1.0,22
B,11297,close,-1.0,36
B,11298,open,1.0,29
B,11299,close,-1.0,35
B,11300,open,1.0,24
B,11301,close,-1.0,25
B,11302,open,1.0,3
B,11303,close,-1.0,5
B,11304,open,1.0,57
B,11305,close,-1.0,46
B,11306,open,1.0,41
B,11307,close,-1.0,48
B,11308,open,1.0,54
B,11309,close,-1.0,48
B,11310,open,1.0,36
B,11311,close,-1.0,35
B,11312,open,1.0,50
B,11313,close,-1.0,39
B,11314,open,1.0,44
B,11315,close,-1.0,49
B,11316,open,1.0,50
B,11317,close,-1.0,39
B,11318,open,1.0,27
B,11319,close,-1.0,26
B,11320,open,1.0,53
B,11321,close,-1.0,41
B,11322,open,1.0,62
B,11323,close,-1.0,34
