model,display_name,sequence_idx,successful_subtasks,sequence
act_lang_ABC_200k,ACT-Lang-ABC 200k,611,1,open_drawer -> lift_red_block_table -> place_in_slider -> move_slider_right -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,612,4,turn_on_led -> open_drawer -> push_pink_block_left -> move_slider_left -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,613,0,push_pink_block_right -> open_drawer -> lift_red_block_slider -> place_in_slider -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,614,3,move_slider_left -> turn_off_led -> close_drawer -> push_red_block_right -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,615,2,open_drawer -> rotate_blue_block_left -> lift_blue_block_table -> place_in_slider -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,616,1,move_slider_right -> lift_blue_block_table -> stack_block -> close_drawer -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,617,0,move_slider_left -> open_drawer -> push_red_block_left -> push_into_drawer -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,618,4,turn_off_lightbulb -> open_drawer -> move_slider_right -> push_pink_block_right -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,619,1,push_red_block_right -> lift_blue_block_table -> stack_block -> close_drawer -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,620,2,open_drawer -> lift_red_block_slider -> stack_block -> unstack_block -> push_red_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,621,0,rotate_pink_block_left -> lift_blue_block_slider -> stack_block -> unstack_block -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,622,3,lift_pink_block_table -> place_in_drawer -> turn_on_lightbulb -> rotate_red_block_right -> lift_pink_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,623,1,lift_pink_block_table -> stack_block -> move_slider_right -> open_drawer -> unstack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,624,4,lift_red_block_table -> place_in_drawer -> turn_on_lightbulb -> move_slider_right -> push_blue_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,625,3,turn_off_led -> open_drawer -> lift_red_block_slider -> stack_block -> unstack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,626,0,lift_pink_block_slider -> place_in_drawer -> move_slider_left -> push_red_block_right -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,627,0,push_blue_block_right -> open_drawer -> lift_blue_block_table -> stack_block -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,628,1,close_drawer -> lift_pink_block_slider -> place_in_slider -> rotate_blue_block_left -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,629,4,turn_on_lightbulb -> move_slider_right -> open_drawer -> push_blue_block_left -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,630,0,push_blue_block_left -> open_drawer -> lift_red_block_table -> place_in_drawer -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,631,5,rotate_pink_block_left -> turn_off_led -> push_into_drawer -> close_drawer -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,632,5,lift_blue_block_table -> place_in_slider -> push_red_block_left -> push_into_drawer -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,633,0,turn_off_led -> lift_pink_block_slider -> place_in_slider -> move_slider_left -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,634,2,turn_on_lightbulb -> open_drawer -> rotate_pink_block_right -> move_slider_right -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,635,0,push_pink_block_left -> move_slider_left -> lift_blue_block_slider -> place_in_slider -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,636,0,lift_blue_block_slider -> stack_block -> unstack_block -> turn_on_led -> push_blue_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,637,0,push_blue_block_left -> open_drawer -> move_slider_left -> lift_blue_block_table -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,638,1,move_slider_left -> lift_pink_block_table -> stack_block -> unstack_block -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,639,5,move_slider_right -> lift_pink_block_table -> place_in_slider -> rotate_red_block_left -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,640,2,move_slider_left -> turn_off_led -> lift_blue_block_slider -> place_in_slider -> push_pink_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,641,0,push_pink_block_left -> move_slider_right -> lift_pink_block_table -> place_in_slider -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,642,5,turn_on_led -> lift_blue_block_slider -> place_in_slider -> move_slider_right -> rotate_pink_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,643,1,turn_on_led -> lift_blue_block_table -> stack_block -> unstack_block -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,644,1,move_slider_right -> rotate_red_block_right -> turn_off_lightbulb -> lift_red_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,645,1,move_slider_right -> rotate_red_block_right -> turn_on_led -> open_drawer -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,646,0,rotate_red_block_left -> turn_on_led -> open_drawer -> lift_red_block_table -> stack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,647,0,rotate_pink_block_right -> move_slider_left -> turn_on_lightbulb -> close_drawer -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,648,1,turn_off_led -> push_red_block_right -> close_drawer -> lift_red_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,649,1,move_slider_right -> lift_blue_block_slider -> place_in_drawer -> close_drawer -> rotate_pink_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,650,2,rotate_pink_block_right -> move_slider_left -> lift_pink_block_table -> stack_block -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,651,3,move_slider_right -> turn_on_lightbulb -> push_red_block_right -> lift_red_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,652,2,lift_pink_block_table -> place_in_slider -> turn_on_led -> move_slider_right -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,653,5,rotate_red_block_left -> move_slider_left -> turn_off_led -> close_drawer -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,654,1,turn_off_led -> push_red_block_right -> move_slider_right -> close_drawer -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,655,2,turn_on_lightbulb -> move_slider_right -> rotate_red_block_right -> open_drawer -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,656,1,move_slider_right -> lift_pink_block_slider -> place_in_drawer -> push_blue_block_right -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,657,1,move_slider_right -> push_pink_block_left -> lift_pink_block_table -> stack_block -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,658,5,push_red_block_right -> close_drawer -> lift_blue_block_slider -> place_in_slider -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,659,1,rotate_pink_block_left -> lift_pink_block_table -> place_in_drawer -> turn_on_lightbulb -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,660,3,push_pink_block_left -> turn_on_lightbulb -> lift_red_block_slider -> stack_block -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,661,1,open_drawer -> rotate_blue_block_right -> lift_blue_block_table -> place_in_drawer -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,662,2,lift_pink_block_table -> place_in_slider -> turn_on_lightbulb -> move_slider_left -> push_blue_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,663,2,push_red_block_right -> turn_off_led -> lift_red_block_table -> place_in_slider -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,664,5,move_slider_right -> turn_off_lightbulb -> lift_red_block_table -> place_in_slider -> push_blue_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,665,1,turn_on_led -> open_drawer -> move_slider_right -> lift_pink_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,666,1,move_slider_left -> rotate_red_block_right -> turn_on_lightbulb -> lift_pink_block_slider -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,667,1,open_drawer -> lift_red_block_table -> place_in_slider -> turn_on_lightbulb -> push_into_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,668,5,turn_on_lightbulb -> push_pink_block_right -> open_drawer -> lift_pink_block_table -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,669,1,turn_off_lightbulb -> rotate_pink_block_right -> move_slider_right -> open_drawer -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,670,2,lift_blue_block_slider -> place_in_slider -> push_pink_block_left -> move_slider_right -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,671,1,push_red_block_left -> lift_pink_block_table -> place_in_slider -> turn_off_led -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,672,0,push_pink_block_left -> turn_off_lightbulb -> open_drawer -> move_slider_left -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,673,1,turn_on_led -> rotate_red_block_right -> lift_red_block_table -> place_in_drawer -> lift_red_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,674,0,turn_off_lightbulb -> push_blue_block_left -> push_into_drawer -> move_slider_right -> lift_blue_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,675,5,push_into_drawer -> lift_red_block_drawer -> place_in_slider -> close_drawer -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,676,1,turn_on_led -> lift_red_block_table -> stack_block -> move_slider_right -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,677,0,push_pink_block_left -> push_into_drawer -> lift_red_block_slider -> place_in_drawer -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,678,0,push_red_block_left -> lift_red_block_table -> place_in_drawer -> turn_on_led -> lift_red_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,679,0,rotate_pink_block_right -> lift_pink_block_table -> stack_block -> turn_off_lightbulb -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,680,3,move_slider_left -> close_drawer -> turn_on_lightbulb -> rotate_blue_block_left -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,681,0,lift_pink_block_table -> place_in_drawer -> turn_off_led -> move_slider_left -> rotate_red_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,682,5,lift_red_block_slider -> place_in_slider -> move_slider_right -> push_pink_block_left -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,683,3,open_drawer -> turn_on_lightbulb -> push_red_block_right -> push_into_drawer -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,684,2,turn_on_led -> open_drawer -> lift_pink_block_table -> place_in_slider -> rotate_red_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,685,2,rotate_pink_block_right -> turn_on_lightbulb -> lift_pink_block_table -> stack_block -> unstack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,686,5,rotate_blue_block_right -> turn_off_led -> lift_red_block_slider -> place_in_drawer -> lift_red_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,687,0,move_slider_left -> lift_red_block_table -> place_in_slider -> push_pink_block_left -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,688,2,push_red_block_left -> move_slider_right -> lift_red_block_table -> place_in_drawer -> lift_red_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,689,2,move_slider_right -> open_drawer -> push_blue_block_right -> lift_blue_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,690,1,push_pink_block_left -> lift_red_block_slider -> place_in_slider -> open_drawer -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,691,0,push_pink_block_right -> move_slider_left -> open_drawer -> turn_on_led -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,692,1,turn_on_lightbulb -> lift_pink_block_slider -> stack_block -> open_drawer -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,693,0,rotate_red_block_right -> move_slider_left -> lift_red_block_table -> place_in_slider -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,694,1,move_slider_left -> rotate_pink_block_left -> open_drawer -> turn_on_lightbulb -> push_into_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,695,2,rotate_blue_block_left -> push_into_drawer -> turn_on_led -> lift_blue_block_drawer -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,696,4,move_slider_right -> turn_off_lightbulb -> rotate_pink_block_right -> lift_pink_block_table -> stack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,697,0,lift_blue_block_table -> place_in_slider -> turn_on_led -> move_slider_left -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,698,1,move_slider_right -> turn_on_lightbulb -> lift_red_block_table -> place_in_drawer -> lift_red_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,699,0,push_pink_block_left -> lift_blue_block_table -> place_in_slider -> open_drawer -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,700,1,rotate_red_block_left -> lift_pink_block_slider -> place_in_slider -> move_slider_right -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,701,0,push_red_block_left -> lift_pink_block_slider -> place_in_slider -> move_slider_left -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,702,4,turn_on_lightbulb -> rotate_pink_block_right -> lift_red_block_table -> place_in_slider -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,703,0,rotate_blue_block_right -> lift_pink_block_slider -> place_in_slider -> push_into_drawer -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,704,2,rotate_pink_block_right -> lift_blue_block_table -> stack_block -> turn_on_led -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,705,0,lift_blue_block_table -> place_in_slider -> turn_off_lightbulb -> move_slider_left -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,706,2,close_drawer -> turn_off_lightbulb -> push_pink_block_right -> lift_pink_block_table -> stack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,707,0,rotate_red_block_right -> open_drawer -> push_into_drawer -> lift_pink_block_slider -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,708,0,push_red_block_left -> turn_on_led -> lift_pink_block_table -> place_in_slider -> open_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,709,1,close_drawer -> lift_red_block_table -> stack_block -> unstack_block -> rotate_blue_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,710,1,rotate_blue_block_right -> move_slider_left -> turn_off_lightbulb -> lift_red_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,711,0,lift_blue_block_table -> stack_block -> unstack_block -> open_drawer -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,712,2,push_into_drawer -> move_slider_left -> lift_blue_block_drawer -> place_in_slider -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,713,2,move_slider_right -> open_drawer -> rotate_blue_block_right -> turn_off_lightbulb -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,714,1,lift_pink_block_table -> place_in_slider -> move_slider_left -> rotate_red_block_left -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,715,1,open_drawer -> lift_red_block_slider -> place_in_drawer -> move_slider_right -> rotate_blue_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,716,2,turn_on_led -> push_blue_block_right -> lift_red_block_slider -> place_in_drawer -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,717,0,rotate_blue_block_right -> open_drawer -> lift_blue_block_table -> place_in_drawer -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,718,0,lift_pink_block_slider -> place_in_drawer -> turn_off_lightbulb -> rotate_red_block_left -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,719,0,rotate_blue_block_right -> close_drawer -> turn_on_led -> lift_pink_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,720,2,lift_pink_block_slider -> place_in_slider -> rotate_blue_block_right -> open_drawer -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,721,1,move_slider_left -> push_pink_block_left -> lift_pink_block_table -> stack_block -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,722,3,lift_pink_block_slider -> place_in_drawer -> turn_off_led -> rotate_red_block_left -> lift_pink_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,723,0,push_red_block_left -> turn_off_lightbulb -> move_slider_right -> lift_red_block_table -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,724,3,push_red_block_left -> move_slider_right -> close_drawer -> turn_on_led -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,725,1,open_drawer -> lift_red_block_table -> place_in_slider -> move_slider_right -> rotate_blue_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,726,0,turn_on_led -> open_drawer -> lift_blue_block_slider -> place_in_drawer -> push_red_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,727,3,lift_pink_block_table -> place_in_drawer -> close_drawer -> rotate_red_block_right -> move_slider_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,728,0,lift_pink_block_slider -> stack_block -> unstack_block -> open_drawer -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,729,0,rotate_blue_block_left -> move_slider_left -> lift_blue_block_table -> stack_block -> unstack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,730,0,rotate_blue_block_left -> turn_on_lightbulb -> open_drawer -> lift_blue_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,731,0,rotate_pink_block_right -> turn_off_led -> close_drawer -> move_slider_right -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,732,3,push_blue_block_right -> turn_on_lightbulb -> open_drawer -> lift_blue_block_table -> stack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,733,0,rotate_red_block_left -> move_slider_right -> turn_off_lightbulb -> open_drawer -> push_into_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,734,2,move_slider_right -> turn_on_lightbulb -> rotate_blue_block_left -> lift_blue_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,735,2,close_drawer -> move_slider_left -> rotate_blue_block_right -> lift_pink_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,736,3,push_blue_block_left -> turn_on_lightbulb -> close_drawer -> lift_blue_block_table -> stack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,737,0,lift_pink_block_slider -> stack_block -> unstack_block -> push_red_block_left -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,738,3,push_blue_block_left -> turn_on_lightbulb -> move_slider_left -> lift_red_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,739,1,push_blue_block_right -> lift_red_block_slider -> place_in_slider -> turn_on_led -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,740,0,push_red_block_right -> move_slider_left -> open_drawer -> turn_on_lightbulb -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,741,2,open_drawer -> push_into_drawer -> lift_red_block_slider -> place_in_drawer -> lift_red_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,742,2,open_drawer -> turn_off_led -> rotate_pink_block_right -> lift_pink_block_table -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,743,0,lift_blue_block_table -> place_in_slider -> move_slider_left -> rotate_pink_block_right -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,744,0,rotate_red_block_right -> lift_red_block_table -> place_in_slider -> move_slider_left -> turn_off_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,745,3,push_red_block_right -> turn_off_lightbulb -> lift_pink_block_table -> stack_block -> unstack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,746,1,open_drawer -> rotate_red_block_left -> turn_off_led -> lift_red_block_table -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,747,5,lift_red_block_table -> place_in_slider -> turn_on_lightbulb -> move_slider_right -> push_blue_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,748,2,open_drawer -> lift_red_block_table -> place_in_slider -> move_slider_left -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,749,1,push_blue_block_right -> turn_off_lightbulb -> move_slider_left -> close_drawer -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,750,0,push_into_drawer -> turn_on_lightbulb -> move_slider_left -> lift_pink_block_drawer -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,751,1,open_drawer -> rotate_red_block_left -> move_slider_right -> turn_on_lightbulb -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,752,2,turn_off_led -> move_slider_left -> rotate_red_block_left -> lift_red_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,753,3,move_slider_right -> open_drawer -> rotate_pink_block_right -> lift_pink_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,754,1,open_drawer -> push_blue_block_right -> move_slider_right -> turn_off_led -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,755,3,turn_on_lightbulb -> close_drawer -> rotate_pink_block_right -> lift_red_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,756,0,turn_on_led -> move_slider_right -> open_drawer -> push_pink_block_left -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,757,3,move_slider_left -> lift_red_block_slider -> place_in_drawer -> rotate_blue_block_left -> lift_red_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,758,2,turn_off_led -> close_drawer -> rotate_pink_block_left -> move_slider_left -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,759,2,move_slider_left -> push_into_drawer -> lift_blue_block_slider -> place_in_drawer -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,760,0,rotate_pink_block_right -> turn_off_lightbulb -> lift_pink_block_table -> place_in_slider -> lift_red_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,761,0,push_red_block_right -> turn_off_led -> lift_red_block_table -> place_in_drawer -> lift_red_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,762,1,move_slider_right -> push_red_block_left -> turn_off_lightbulb -> lift_blue_block_slider -> place_in_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,763,0,rotate_red_block_right -> lift_blue_block_table -> place_in_drawer -> turn_off_led -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,764,5,turn_off_led -> close_drawer -> lift_pink_block_slider -> place_in_slider -> push_red_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,765,1,move_slider_right -> rotate_blue_block_left -> lift_pink_block_slider -> place_in_slider -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,766,1,turn_off_led -> lift_blue_block_slider -> place_in_slider -> close_drawer -> rotate_red_block_left
act_lang_ABC_200k,ACT-Lang-ABC 200k,767,1,turn_on_led -> push_into_drawer -> close_drawer -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,768,3,rotate_pink_block_left -> open_drawer -> move_slider_left -> push_into_drawer -> turn_on_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,769,3,move_slider_left -> open_drawer -> turn_on_lightbulb -> rotate_red_block_right -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,770,1,rotate_pink_block_left -> lift_blue_block_slider -> place_in_drawer -> turn_off_lightbulb -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,771,4,lift_blue_block_table -> place_in_drawer -> push_red_block_right -> move_slider_right -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,772,1,lift_blue_block_table -> place_in_slider -> close_drawer -> move_slider_right -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,773,0,push_blue_block_right -> turn_on_led -> lift_red_block_slider -> place_in_drawer -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,774,0,lift_pink_block_slider -> place_in_slider -> close_drawer -> rotate_red_block_left -> lift_red_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,775,1,turn_on_lightbulb -> push_blue_block_right -> lift_blue_block_table -> place_in_drawer -> close_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,776,2,open_drawer -> move_slider_right -> turn_on_led -> push_into_drawer -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,777,3,turn_on_led -> open_drawer -> move_slider_right -> lift_blue_block_table -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,778,2,open_drawer -> move_slider_right -> rotate_blue_block_right -> turn_off_lightbulb -> lift_pink_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,779,1,move_slider_left -> rotate_blue_block_left -> open_drawer -> turn_on_lightbulb -> lift_pink_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,780,1,move_slider_right -> lift_red_block_slider -> place_in_slider -> turn_on_lightbulb -> lift_blue_block_table
act_lang_ABC_200k,ACT-Lang-ABC 200k,781,0,lift_blue_block_table -> place_in_slider -> push_pink_block_left -> turn_off_lightbulb -> move_slider_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,782,1,close_drawer -> rotate_pink_block_left -> turn_off_led -> move_slider_left -> lift_blue_block_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,783,0,rotate_pink_block_right -> turn_off_led -> open_drawer -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,784,3,turn_off_lightbulb -> move_slider_right -> rotate_pink_block_right -> lift_red_block_slider -> place_in_slider
act_lang_ABC_200k,ACT-Lang-ABC 200k,785,1,push_red_block_left -> move_slider_left -> open_drawer -> lift_red_block_table -> stack_block
act_lang_ABC_200k,ACT-Lang-ABC 200k,786,0,lift_pink_block_slider -> place_in_slider -> move_slider_left -> open_drawer -> push_blue_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,787,1,turn_on_led -> rotate_blue_block_right -> lift_blue_block_table -> place_in_drawer -> lift_blue_block_drawer
act_lang_ABC_200k,ACT-Lang-ABC 200k,788,0,lift_red_block_slider -> place_in_slider -> open_drawer -> turn_on_led -> push_blue_block_right
act_lang_ABC_200k,ACT-Lang-ABC 200k,789,5,lift_blue_block_slider -> place_in_slider -> rotate_pink_block_right -> close_drawer -> turn_on_lightbulb
act_lang_ABC_200k,ACT-Lang-ABC 200k,790,0,rotate_blue_block_left -> lift_pink_block_slider -> place_in_slider -> close_drawer -> turn_off_led
act_lang_ABC_200k,ACT-Lang-ABC 200k,791,5,rotate_blue_block_left -> lift_blue_block_table -> place_in_drawer -> move_slider_right -> turn_on_led
